inci_name,cas_no,function,substance
OCTACARBOXYMETHYL DIPEPTIDE-12 LYSINAMIDE,,humectant,octacarboxymethyl dipeptide-12 lysinamide
RUMEX PSEUDONATRONATUS FLOWER/LEAF/STEM EXTRACT,,skin-conditioning,rumex pseudonatronatus flower/leaf/stem extract
RICE SH-POLYPEPTIDE-1,,humectant; opacifying; skin-conditioning,rice sh-polypeptide-1
SPHAGNUM MAGELLANICUM EXTRACT,,skin-conditioning,sphagnum magellanicum extract
R-SACCHAROMYCES POLYPEPTIDE-1,,skin-conditioning,r-saccharomyces polypeptide-1
GLUCONACETOBACTER XYLINUS FERMENT FILTRATE EXTRACT,,emollient; humectant; skin-conditioning,gluconacetobacter xylinus ferment filtrate extract
BOSWELLIA NEGLECTA RESIN OIL,,emollient; masking; skin-conditioning,boswellia neglecta resin oil
STEARAMIDE MEA,111-57-9,antistatic; foam-boosting; viscosity-controlling,N-Stearoylethanolamine
DRACOCEPHALUM HETEROPHYLLUM FLOWER/LEAF/STEM EXTRACT,,skin-conditioning,dracocephalum heterophyllum flower/leaf/stem extract
POLYQUATERNIUM-12,68877-50-9,antistatic; film-forming,polyquaternium-12
SANTALUM AUSTROCALEDONICUM WOOD WATER,91845-48-6,skin-conditioning,santalum austrocaledonicum wood water
PANAX NOTOGINSENG BARK EXTRACT,94279-78-4,skin-conditioning,panax notoginseng bark extract
PEG-240,25322-68-3,humectant; solvent,Ethylene Glycol
CAPSAICINYL SUCCINOYL TRIPEPTIDE-7,,antioxidant; skin-protecting,capsaicinyl succinoyl tripeptide-7
CAESALPINIA SAPPAN BARK EXTRACT,89958-14-5,skin-conditioning,caesalpinia sappan bark extract
CANARIUM PIMELA LEAF EXTRACT,,humectant; skin-conditioning,canarium pimela leaf extract
PEG/PPG-450/50 TRIMETHYLOLPROPANE LAURYL ETHER,,viscosity-controlling,peg/ppg-450/50 trimethylolpropane lauryl ether
SODIUM PHENYLBENZIMIDAZOLE SULFONATE,5997-53-5,uv-absorber; uv-filter,"4-chloro-N-[2-[2-[3-(3-chlorophenyl)-1,2,4-oxadiazol-5-yl]piperidin-1-yl]-2-oxoethyl]-N-methylbenzamide"
MAGNOLIA SIEBOLDII CALLUS CULTURE EXTRACT,,skin-conditioning,magnolia sieboldii callus culture extract
CHRYSANTHEMUM PARTHENIUM FLOWER/LEAF/STEM JUICE,89997-65-9,antioxidant; skin-conditioning,chrysanthemum parthenium flower/leaf/stem juice
SEC-BUTYLPHENYL ETHYL GLYCERYL DIETHER,,antioxidant; humectant,sec-butylphenyl ethyl glyceryl diether
ACRYLATES/PERFLUOROHEXYLETHYL METHACRYLATE COPOLYMER,1557087-30-5,film-forming,acrylates/perfluorohexylethyl methacrylate copolymer
LACTOBACILLUS/PHELLINUS LINTEUS MYCELIUM/RICE FERMENT EXTRACT,,skin-conditioning,lactobacillus/phellinus linteus mycelium/rice ferment extract
HYDROLYZED TAMARINDUS INDICA SEED EXTRACT,84961-62-6,skin-conditioning,hydrolyzed tamarindus indica seed extract
DECAPEPTIDE-22,,skin-conditioning,decapeptide-22
BOUGAINVILLEA GLABRA LEAF CELL EXTRACT,,antioxidant; skin-protecting,bougainvillea glabra leaf cell extract
MYRETH-3 ETHYLHEXANOATE,125804-11-7,emollient; skin-conditioning,myreth-3 ethylhexanoate
HYDROLYZED COCKSCOMB,,skin-conditioning,hydrolyzed cockscomb
N-PALMITOYL LAURYLACETYLMETHYL AMINOPROPANEDIOL,,humectant; skin-conditioning,n-palmitoyl laurylacetylmethyl aminopropanediol
SOLANUM LYCOPERSICUM LEAF CELL CULTURE EXTRACT,90131-63-8,skin-conditioning,solanum lycopersicum leaf cell culture extract
BOSWELLIA SACRA RESIN WATER,,masking; skin-conditioning,boswellia sacra resin water
CHAMOMILLA RECUTITA MERISTEM CELL CULTURE EXTRACT,,absorbent; antioxidant; skin-conditioning; skin-protecting,chamomilla recutita meristem cell culture extract
ACETYL HEPTAPEPTIDE-4,,humectant; skin-conditioning,acetyl heptapeptide-4
NARCISSUS PSEUDO-NARCISSUS FLOWER EXTRACT,90064-27-0,skin-conditioning,narcissus pseudo-narcissus flower extract
EYSENHARDTIA POLYSTACHYA WOOD EXTRACT,,skin-conditioning,eysenhardtia polystachya wood extract
TRIOLEYL PHOSPHATE,3305-68-8,emollient; plasticiser; skin-conditioning,Tris(octadec-9-enyl) phosphate
PERFLUORONONYLETHYL PEG-8 DIMETHICONE,,skin-conditioning,perfluorononylethyl peg-8 dimethicone
PODOCARPUS ELATUS FRUIT EXTRACT,,skin-conditioning,podocarpus elatus fruit extract
TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,92761-26-7 / 90457-82-2,uv-absorber; uv-filter,terephthalylidene dicamphor sulfonic acid
LINSEED OIL/PALM OIL AMINOPROPANEDIOL ESTERS,,skin-conditioning,linseed oil/palm oil aminopropanediol esters
CITRUS AURANTIUM DULCIS FRUIT EXTRACT,8028-48-6 / 84012-28-2,masking; skin-conditioning,citrus aurantium dulcis fruit extract
C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER,,binding; stabilising; viscosity-controlling,c12-22 alkyl acrylate/hydroxyethylacrylate copolymer
C18-38 ALKYL C24-54 ACID ESTER,223706-22-7,viscosity-controlling,c18-38 alkyl c24-54 acid ester
4‚4'-ISOPROPYLIDENEDIPHENOL/EPICHLOROHYDRIN COPOLYMER,25068-38-6,film-forming,Bisphenol A diglycidyl ether
POLYDIMETHYLAMINOETHYL METHACRYLATE,,film-forming,polydimethylaminoethyl methacrylate
TRIPEPTIDE-63,,skin-conditioning,tripeptide-63
KNIPHOFIA UVARIA SEED OIL,,humectant; skin-conditioning,kniphofia uvaria seed oil
ARGANIA SPINOSA LEAF EXTRACT,223747-87-3,skin-conditioning,argania spinosa leaf extract
PALMAMIDE DEA,,emulsifying; emulsion-stabilising; foam-boosting; surfactant; viscosity-controlling,palmamide dea
FAGUS SYLVATICA SHELL EXTRACT,85251-65-6,skin-conditioning,fagus sylvatica shell extract
BUTYL DIMETHICONE ACRYLATE/CYCLOHEXYLMETHACRYLATE/ETHYLHEXYL ACRYLATE COPOLYMER,,film-forming,butyl dimethicone acrylate/cyclohexylmethacrylate/ethylhexyl acrylate copolymer
HYDROLYZED TRITICUM MONOCOCCUM SEED EXTRACT,,skin-conditioning,hydrolyzed triticum monococcum seed extract
HYDROLYZED WINTERGREEN EXTRACT,,skin-conditioning,hydrolyzed wintergreen extract
BERGENIA CRASSIFOLIA LEAF EXTRACT,,humectant; skin-conditioning,bergenia crassifolia leaf extract
BUTYLOCTYL CANDELILLATE,226994-03-2,skin-conditioning; viscosity-controlling,butyloctyl candelillate
MEL,8028-66-8,emollient; humectant; moisturising,mel
ASTROCARYUM VULGARE OIL PEG-8 ESTERS,,emollient,astrocaryum vulgare oil peg-8 esters
LYCIUM CHINENSE FLOWER EXTRACT,,antioxidant; humectant; skin-protecting,lycium chinense flower extract
STEARYL LACTATE,35230-14-9,emollient; skin-conditioning,Octadecyl lactate
PROTODIOSCIN,55056-80-9,skin-conditioning,Protodioscin
SOLANUM MELONGENA FRUIT EXTRACT,84012-19-1,skin-conditioning,solanum melongena fruit extract
ESCULETIN,305-01-1,skin-conditioning,"Methanone, (2-chlorophenyl)phenyl-"
SH-POLYPEPTIDE-69,,skin-protecting,sh-polypeptide-69
LOTUS CORNICULATUS SEED EXTRACT,84696-24-2,skin-conditioning,lotus corniculatus seed extract
GRIFOLIA FRONDOSA MYCELIUM FERMENT FILTRATE EXTRACT,,skin-conditioning,grifolia frondosa mycelium ferment filtrate extract
PHLORIDZINYL GLUCOSIDE,,antioxidant; skin-conditioning,phloridzinyl glucoside
CETYL RICINOLEATE BENZOATE,199277-63-9,antimicrobial; skin-conditioning,Cetyl ricinoleate benzoate
SODIUM GUANOSINE CYCLIC MONOPHOSPHATE,40732-48-7,skin-conditioning,"sodium 9-[(4aR,6R,7R,7aS)-7-hydroxy-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-5H-purin-6-one"
RUSSULA VIRESENS EXTRACT,,skin-conditioning,russula viresens extract
TOUGARASHI EKISU,,skin-conditioning,tougarashi ekisu
CITRUS LIMON BUD EXTRACT,,humectant; skin-conditioning,citrus limon bud extract
PERFLUORONONYLETHYL CARBOXYDECYL HEXACOSYL DIMETHICONE,,skin-conditioning,perfluorononylethyl carboxydecyl hexacosyl dimethicone
GENISTA TINCTORIA FLOWER/LEAF/STEM EXTRACT,90045-29-7,skin-conditioning,genista tinctoria flower/leaf/stem extract
POLYBUTYLENE GLYCOL/PPG-9/1 COPOLYMER,,skin-conditioning,polybutylene glycol/ppg-9/1 copolymer
HYDROXYPHENYL PROPAMIDOBENZOIC ACID,697235-49-7,skin-conditioning,Dihydroavenanthramide D
SACCHAROMYCES/SUNFLOWER SEED OIL FERMENT FILTRATE,,emollient; skin-conditioning,saccharomyces/sunflower seed oil ferment filtrate
TRIDECYL STEAROYL STEARATE,125804-06-0,emollient; skin-conditioning,"Octadecanoic acid, 12-(1-oxooctadecyloxy)-, tridecyl ester"
BOEHMERIA SPICATA EXTRACT,,skin-protecting,boehmeria spicata extract
POTENTILLA ERECTA ROOT EXTRACT,90083-09-3,skin-conditioning,potentilla erecta root extract
SONCHUS OLERACEUS JUICE EXTRACT,96690-50-5,skin-conditioning,sonchus oleraceus juice extract
COLEUS FORSKOHLII ROOT EXTRACT,,emollient; humectant; oral-care; skin-conditioning,coleus forskohlii root extract
HOMARINE HCL,,skin-conditioning,homarine hcl
ACETYL OCTAPEPTIDE-17 AMIDE,,skin-conditioning,acetyl octapeptide-17 amide
TRIOCTYLDODECYL BORATE,,emollient,trioctyldodecyl borate
CINCHONA PUBESCENS BARK EXTRACT,97435-02-4,skin-conditioning,cinchona pubescens bark extract
ACETYL HEXAPEPTIDE-7,,skin-protecting,acetyl hexapeptide-7
C12-18 ALKYL GLUCOSIDE,,emulsion-stabilising,c12-18 alkyl glucoside
MENTHYL ETHYLCARBAMATE,637336-79-9,skin-conditioning,menthyl ethylcarbamate
HORDEUM VULGARE CERA,85251-64-5,emollient; skin-conditioning,hordeum vulgare cera
DIMETHICONE PEG-8 POLYACRYLATE,217958-64-0,film-forming; plasticiser; surfactant,dimethicone peg-8 polyacrylate
CAPSICUM ANNUUM FRUIT JUICE,84625-29-6,skin-conditioning,capsicum annuum fruit juice
PENTADOXYNOL-200,40160-92-7,emollient; surfactant,pentadoxynol-200
SESAMIDE DIPA,,emulsifying; surfactant; viscosity-controlling,sesamide dipa
GLYCOL ROSINATE,,film-forming,glycol rosinate
HYDROXYMETHOXYPHENYL DECANONE,27113-22-0,skin-conditioning,Paradol
ISOPHTHALIC ACID/PENTAERYTHRITOL CROSSPOLYMER BENZOATE/ISOSTEARATE,909394-29-2,film-forming; viscosity-controlling,isophthalic acid/pentaerythritol crosspolymer benzoate/isostearate
STEARAMIDE DEA-DISTEARATE,51325-39-4,foam-boosting; opacifying; viscosity-controlling,Diethanolamine distearate stearamide
MYRISTOYL PENTAPEPTIDE-11,,skin-conditioning,myristoyl pentapeptide-11
RICE SH-POLYPEPTIDE-9 DIMER,,humectant; skin-conditioning,rice sh-polypeptide-9 dimer
OCTYLDODECYL STEAROYL STEARATE,90052-75-8,emollient; viscosity-controlling,Octyldodecyl Stearoyl Stearate
CHONDRACANTHUS TENELLUS/SACCHARINA ANGUSTATA/ULVA LINZA EXTRACT,,skin-conditioning,chondracanthus tenellus/saccharina angustata/ulva linza extract
CRYPTOMERIA JAPONICA CALLUS CULTURE EXTRACT,,antioxidant; skin-protecting,cryptomeria japonica callus culture extract
SACCHAROMYCES/BLACK STRAP POWDER/PLACENTAL EXTRACT FERMENT FILTRATE,,emollient; humectant; skin-conditioning,saccharomyces/black strap powder/placental extract ferment filtrate
MORINDA CITRIFOLIA LEAF POWDER,94929-68-0,skin-conditioning,morinda citrifolia leaf powder
ALANGIUM SALVIIFOLIUM BARK EXTRACT,,skin-conditioning,alangium salviifolium bark extract
HYDROGENATED PISTACHIO SEED OIL,68334-28-1,skin-conditioning,hydrogenated pistachio seed oil
CHRYSOPHYLLUM CAINITO FRUIT EXTRACT,,humectant,chrysophyllum cainito fruit extract
POTASSIUM ACRYLATES/ETHYLHEXYL ACRYLATE COPOLYMER,,film-forming,potassium acrylates/ethylhexyl acrylate copolymer
POLYGLYCERYL-4 OLEYL ETHER OLIVATE,,emulsion-stabilising; surfactant,polyglyceryl-4 oleyl ether olivate
NYMPHAEA ALBA FLOWER EXTRACT,84696-27-5,skin-conditioning; tonic,nymphaea alba flower extract
PPG-20 CETYL ETHER,9035-85-2,skin-conditioning,3-(Hexadecyloxy)propan-1-ol
BUTEA SUPERBA ROOT POWDER,,humectant; skin-conditioning,butea superba root powder
ACACIA FARNESIANA FLOWER CERA,89958-31-6,skin-protecting,acacia farnesiana flower cera
STEARYL STEARATE,2778-96-3,emollient; skin-conditioning; viscosity-controlling,Stearyl Stearate
HIBISCUS ROSA-SINENSIS CALLUS EXTRACT,,skin-conditioning,hibiscus rosa-sinensis callus extract
HYDROGENATED SUNFLOWER SEED EXTRACT,,skin-conditioning,hydrogenated sunflower seed extract
OPUNTIA TUNA FRUIT,,skin-conditioning,opuntia tuna fruit
GLYCERYL CAPRYLATE/CAPRATE,,emollient; emulsifying,glyceryl caprylate/caprate
KAEMPFEROL,520-18-3,antioxidant; emollient,3-Amino-5-bromopyridine
AMMONIUM ACRYLOYL DIMETHYLTAURATE/CARBOXYETHYL ACRYLATE CROSSPOLYMER,,viscosity-controlling,ammonium acryloyl dimethyltaurate/carboxyethyl acrylate crosspolymer
CISTANCHE DESERTICOLA STEM EXTRACT,,skin-conditioning,cistanche deserticola stem extract
REHMANNIA CHINENSIS ROOT EXTRACT,,skin-conditioning; tonic,rehmannia chinensis root extract
LESPEDEZA CAPITATA FLOWER/LEAF/STEM EXTRACT,84837-05-8,skin-conditioning,lespedeza capitata flower/leaf/stem extract
PAEONIA SUFFRUTICOSA BRANCH/FLOWER/LEAF EXTRACT,223747-88-4,skin-conditioning,paeonia suffruticosa branch/flower/leaf extract
YEAST,68876-77-7,skin-conditioning,yeast
GLYCERETH-20 STEARATE,,emollient; emulsifying; surfactant,glycereth-20 stearate
MYRISTYL PROPIONATE,6221-95-0,emollient; skin-conditioning,Myristyl propionate
LONICERA JAPONICA CALLUS EXTRACT,,skin-protecting,lonicera japonica callus extract
CAPSAICIN,404-86-4,masking; skin-conditioning,N-((4-hydroxy-3-methoxyphenyl)methyl)-8-methylnon-6-enamide
CAPRYLYL GLYCOL/GLYCERIN/POLYACRYLIC ACID COPOLYMER,,emollient; humectant; skin-conditioning,caprylyl glycol/glycerin/polyacrylic acid copolymer
ALLIUM SATIVUM BULB OIL,8000-78-0,masking; skin-conditioning,Garlic oil blend
CHRYSANTHELLUM AMERICANUM EXTRACT,94166-95-7,skin-conditioning,chrysanthellum americanum extract
PLATANUS OCCIDENTALIS BARK EXTRACT,90082-83-0,skin-protecting,platanus occidentalis bark extract
ASPERGILLUS/LACTOBACILLUS/APHANIZOMENON FLOS-AQUAE/RICE SEED EXTRACT FERMENT FILTRATE,,emollient; skin-conditioning,aspergillus/lactobacillus/aphanizomenon flos-aquae/rice seed extract ferment filtrate
TETRAPEPTIDE-1,,skin-conditioning,tetrapeptide-1
FELDSPAR POWDER,12168-80-8,abrasive; skin-conditioning,Feldspar
TURNERA DIFFUSA LEAF EXTRACT,84696-52-6,skin-conditioning,turnera diffusa leaf extract
RHODIOLA SACRA ROOT EXTRACT,,emollient,rhodiola sacra root extract
PROPYLENE GLYCOL,57-55-6,humectant; skin-conditioning; solvent; viscosity-controlling,Propylene Glycol
SUCROSE BENZOATE/SUCROSE ACETATE ISOBUTYRATE/BUTYL BENZYL PHTHALATE/METHYL METHACRYLATE COPOLYMER,,film-forming; viscosity-controlling,sucrose benzoate/sucrose acetate isobutyrate/butyl benzyl phthalate/methyl methacrylate copolymer
MURRAYA KOENIGII STEM EXTRACT,,skin-conditioning,murraya koenigii stem extract
POLYDIMETHYLSILOXYETHYL DIMETHICONE/BIS-VINYLDIMETHICONE CROSSPOLYMER,,viscosity-controlling,polydimethylsiloxyethyl dimethicone/bis-vinyldimethicone crosspolymer
HYDROLYZED CALCIUM HYALURONATE,,skin-conditioning,hydrolyzed calcium hyaluronate
SODIUM CYCLIC LYSOPHOSPHATIDIC ACID,,humectant; skin-conditioning,sodium cyclic lysophosphatidic acid
METHYLENEDIOXYPHENYLSUCCINOYL HEPTAPEPTIDE-16,,skin-conditioning,methylenedioxyphenylsuccinoyl heptapeptide-16
RHAMNOSE,3615-41-6 / 10030-85-0,humectant; masking,rhamnose
ROSMARINUS OFFICINALIS PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; humectant; skin-protecting,rosmarinus officinalis phytoplacenta extract
BUTYLENE GLYCOL,107-88-0,humectant; masking; skin-conditioning; solvent; viscosity-controlling,"1,3-Butanediol"
VERONICA AMERICANA FLOWER/LEAF/STEM EXTRACT,,skin-conditioning,veronica americana flower/leaf/stem extract
DIMETHYL LAURAMIDE/MYRISTAMIDE,,emulsifying; foam-boosting; solvent; surfactant; viscosity-controlling,dimethyl lauramide/myristamide
LACTOBACILLUS/SACCHAROMYCES/RHODOPSEUDOMONAS/MOLASSES/CALCIUM CARBONATE/YEAST EXTRACT FERMENT FILTRATE,,humectant,lactobacillus/saccharomyces/rhodopseudomonas/molasses/calcium carbonate/yeast extract ferment filtrate
PLEIOGYNIUM TIMORIENSE FRUIT EXTRACT,,skin-conditioning,pleiogynium timoriense fruit extract
ACETOACETOXYETHOXY METHACRYLATE,,film-forming,acetoacetoxyethoxy methacrylate
HORDEUM VULGARE LEAF EXTRACT,85251-64-5,skin-conditioning,hordeum vulgare leaf extract
PORTULACA OLERACEA FLOWER/LEAF/STEM EXTRACT,90083-07-1,antioxidant; skin-conditioning,portulaca oleracea flower/leaf/stem extract
VERONICA OFFICINALIS EXTRACT,85117-19-7,skin-conditioning,veronica officinalis extract
OLIGOPEPTIDE-146,,skin-conditioning,oligopeptide-146
VOACANGA AFRICANA SEED EXTRACT,91770-89-7,skin-protecting,voacanga africana seed extract
HEXAPEPTIDE-48 HCL,,skin-conditioning,hexapeptide-48 hcl
OLIGOPEPTIDE-123 RH-POLYPEPTIDE-7,,skin-conditioning,oligopeptide-123 rh-polypeptide-7
TRIHYDROXYAURONE,25078-14-2,skin-conditioning,"4,6,4'-Trihydroxyaurone"
METHYL GLUCOSE ISOSTEARATE,,emulsifying; skin-conditioning,methyl glucose isostearate
BUTYL ACETYL RICINOLEATE,140-04-5,emollient; skin-conditioning,Butyl 12-acetyloxyoctadec-9-enoate
SOYAMIDE DEA,68425-47-8,emulsifying; emulsion-stabilising; foam-boosting; surfactant; viscosity-controlling,soyamide dea
MALVA SYLVESTRIS LEAF EXTRACT,84082-57-5,skin-conditioning,malva sylvestris leaf extract
HEXAPEPTIDE-49,,skin-conditioning,hexapeptide-49
GLYCINE SOJA OIL UNSAPONIFIABLES,91770-67-1,emollient; skin-conditioning,glycine soja oil unsaponifiables
METHYLTHIOPROPYLAMIDO ACETYL METHIONINE,1258540-06-5,skin-protecting,Methiopeptide
ACETYL HEXAPEPTIDE-8 AMIDE,,skin-conditioning,acetyl hexapeptide-8 amide
MORUS AUSTRALIS LEAF POWDER,,skin-conditioning,morus australis leaf powder
LANETH-60,61791-20-6,cleansing; emulsifying; masking; surfactant; viscosity-controlling,laneth-60
DIMETHYL LAUROYL LYSINE,38079-57-1,skin-conditioning,"N2,N2-Dimethyl-N6-(1-oxododecyl)-DL-lysine"
RIBOFLAVIN TETRABUTYRATE,752-56-7,skin-conditioning,Riboflavine tetrabutyrate
CETYL BABASSUATE,,emollient; skin-conditioning; viscosity-controlling,cetyl babassuate
DAEDALEA DICKINSII MYCELIUM EXTRACT FILTRATE,,antioxidant; humectant; skin-conditioning; skin-protecting,daedalea dickinsii mycelium extract filtrate
UURON-CHA EKISU,84650-60-2 -generic-,antioxidant; skin-conditioning,uuron-cha ekisu
ETHYLHEXYL METHOXYCINNAMATE,5466-77-3,uv-absorber; uv-filter,"2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester"
BALANITES ROXBURGHII SEED OIL,,skin-conditioning,balanites roxburghii seed oil
SODIUM HYALURONATE CROSSPOLYMER-3,,humectant; skin-conditioning,sodium hyaluronate crosspolymer-3
AERVA JAVANICA FLOWER/LEAF/STEM EXTRACT,,skin-protecting,aerva javanica flower/leaf/stem extract
PERILLA OCYMOIDES SEED OIL,90082-61-4,skin-conditioning,perilla ocymoides seed oil
PRUNUS YEDOENSIS BRANCH/LEAF EXTRACT,,skin-conditioning,prunus yedoensis branch/leaf extract
CITRUS AURANTIFOLIA FLOWER/SAMBUCUS NIGRA FLOWER EXTRACT,,skin-conditioning,citrus aurantifolia flower/sambucus nigra flower extract
SAURURUS CHINENSIS LEAF/ROOT EXTRACT,,antimicrobial; antioxidant; astringent; emollient; skin-conditioning; skin-protecting,saururus chinensis leaf/root extract
YUUKARI EKISU,,skin-conditioning,yuukari ekisu
MACROCYSTIS PYRIFERA JUICE,,skin-conditioning,macrocystis pyrifera juice
BUTYROYL PENTAPEPTIDE-24,,skin-conditioning,butyroyl pentapeptide-24
SCLEROCARYA BIRREA SEED OIL POLYGLYCERYL-10 ESTERS,,emulsifying; skin-conditioning,sclerocarya birrea seed oil polyglyceryl-10 esters
MYRISTOYL HEXAPEPTIDE-16,,skin-conditioning,myristoyl hexapeptide-16
TAMARIX CHINENSIS EXTRACT,,skin-conditioning,tamarix chinensis extract
RAFFINOSE ISOSTEARATE,1032182-34-5,emollient,raffinose isostearate
ACACIA SENEGAL GUM EXTRACT,90387-99-8,viscosity-controlling,acacia senegal gum extract
HYDROXYLATED LANOLIN,68424-66-8,antistatic; binding; emollient; emulsifying; film-forming; skin-conditioning,hydroxylated lanolin
STEARAMIDE DEA,93-82-3,antistatic; foam-boosting; viscosity-controlling,"N,N-Bis(2-hydroxyethyl)octadecanamide"
FICUS CARICA BUD EXTRACT,90028-74-3,skin-conditioning,ficus carica bud extract
ETHYLHEXYL OLEATE,26399-02-0,emollient,"Fatty acids, C16-18 and C18-unsatd., 2-ethylhexyl esters"
POTENTILLA CHINENSIS PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; skin-conditioning,potentilla chinensis phytoplacenta extract
POTASSIUM BEHENOYL HYDROLYZED RICE PROTEIN,,binding; emulsion-stabilising; humectant,potassium behenoyl hydrolyzed rice protein
SH-DECAPEPTIDE-9,,skin-conditioning,sh-decapeptide-9
SUAEDA MARITIMA FLOWER/LEAF/STEM POWDER,,emollient,suaeda maritima flower/leaf/stem powder
RAFFINOSE MYRISTATE,91433-10-2,emollient; emulsifying; surfactant,raffinose myristate
PINELLIA TERNATA ROOT EXTRACT,90082-78-3,skin-conditioning,pinellia ternata root extract
MYRISTYL PCA,37673-27-1,skin-conditioning,Tetradecyl 5-oxo-L-prolinate
CORYDALIS OCHOTENSIS EXTRACT,,skin-conditioning,corydalis ochotensis extract
HYDROGENATED FARNESENE,3891-98-3,emollient; skin-conditioning; solvent,Farnesane
SHOREA ROBUSTA SEED BUTTER,225234-08-2,emollient; skin-conditioning,shorea robusta seed butter
STIGMASTERYL CHLORIDE,33999-16-5,emollient; emulsion-stabilising; skin-conditioning,stigmasteryl chloride
PRUNUS SPINOSA FRUIT EXTRACT,90105-94-5,skin-conditioning,prunus spinosa fruit extract
ADANSONIA DIGITATA SEED EXTRACT,91745-12-9,skin-conditioning,adansonia digitata seed extract
LACTOBACILLUS/BAMBUSA ARUNDINACEA JUICE/SUCROSE FERMENT FILTRATE,,skin-conditioning,lactobacillus/bambusa arundinacea juice/sucrose ferment filtrate
HYDROGENATED STYRENE/ISOPRENE COPOLYMER,68648-89-5,viscosity-controlling,"Cuprate(4-), [mu-[5-(acetylamino)-3-[2-[4'-[2-[8-amino-1-(hydroxy-kappaO)-3,6-disulfo-2-naphthalenyl]diazenyl-kappaN1]-3,3'-di(hydroxy-kappaO)[1,1'-biphenyl]-4-yl]diazenyl-kappaN1]-4-(hydroxy-kappaO)-2,7-naphthalenedisulfonato(8-)]]di-, sodium (1:4)"
AGASTACHE RUGOSA CALLUS CULTURE,91770-93-3,skin-conditioning,agastache rugosa callus culture
METHOXY PEG-8 DIMETHYLSILYLETHYL TRIMETHYLSILANE,881689-05-0,skin-conditioning,methoxy peg-8 dimethylsilylethyl trimethylsilane
PORPHYRA TENERA SPOROPHYTE EXTRACT,,antioxidant; skin-protecting,porphyra tenera sporophyte extract
PEG-16 MACADAMIA GLYCERIDES,,emollient; emulsifying,peg-16 macadamia glycerides
ARNICA MONTANA FLOWER WATER,68990-11-4,skin-conditioning,arnica montana flower water
HEPTAPEPTIDE-31,,skin-conditioning,heptapeptide-31
SYNTHETIC MOONSTONE POWDER,,skin-conditioning,synthetic moonstone powder
SPOTTED DOGFISH SKIN EXTRACT,,skin-conditioning,spotted dogfish skin extract
CORDYCEPS MILITARIS/GERMINATED SOYBEAN FERMENT EXTRACT FILTRATE,,skin-conditioning; skin-protecting,cordyceps militaris/germinated soybean ferment extract filtrate
SH-POLYPEPTIDE-51,,skin-conditioning,sh-polypeptide-51
BAMBUSA VULGARIS SAP EXTRACT,91771-33-4,emollient; skin-conditioning,bambusa vulgaris sap extract
C14-22 ALCOHOLS,,emulsion-stabilising,c14-22 alcohols
SH-DECAPEPTIDE-1 SR-PINEAPPLE STEM BROMELAIN,,skin-conditioning,sh-decapeptide-1 sr-pineapple stem bromelain
LILIUM CANDIDUM LEAF CELL EXTRACT,84776-67-0,skin-conditioning,lilium candidum leaf cell extract
SIDERITIS SCARDICA FLOWER/LEAF/STEM EXTRACT,,antioxidant; skin-conditioning; skin-protecting,sideritis scardica flower/leaf/stem extract
MORINDA CITRIFOLIA LEAF JUICE,84929-68-0,skin-conditioning,morinda citrifolia leaf juice
PVM/MA DECADIENE CROSSPOLYMER,136392-67-1,binding; film-forming; viscosity-controlling,"Furan-2,5-dione--methoxyethene (1/1)"
SCUTELLARIA LATERIFLORA FLOWER POWDER,90106-67-5,skin-conditioning,scutellaria lateriflora flower powder
LACTOBACILLUS/SORGHUM BICOLOR LEAF/STEM EXTRACT FERMENT FILTRATE,,skin-conditioning,lactobacillus/sorghum bicolor leaf/stem extract ferment filtrate
CAMPSIS GRANDIFLORA FLOWER EXTRACT,,antioxidant; skin-conditioning,campsis grandiflora flower extract
SPIRAEA ULMARIA FLOWER WATER,84775-57-5,skin-conditioning,spiraea ulmaria flower water
PRUNUS ARMENIACA FRUIT EXTRACT,68650-44-2,skin-conditioning,prunus armeniaca fruit extract
SCLERANTHUS ANNUUS FLOWER EXTRACT,,skin-protecting,scleranthus annuus flower extract
RHEUM RHAPONTICUM FRUIT WATER,,skin-conditioning,rheum rhaponticum fruit water
BRASSICA OLERACEA CAPITATA (CABBAGE) SPROUT EXTRACT,,skin-conditioning,brassica oleracea capitata (cabbage) sprout extract
DIAMMONIUM FERRIC PENTETATE,85959-68-8,humectant,"Diammonium (N,N-bis(2-(bis(carboxymethyl)amino)ethyl)glycinato(5-))ferrate(2-)"
OLEYL GLYCERYL ETHER,593-31-7,emollient; skin-conditioning,"1,2-Propanediol, 3-(9-octadecenyloxy)-"
GMELINA ARBOREA ROOT POWDER,92201-79-1,skin-conditioning,gmelina arborea root powder
