inci_name,cas_no,function,substance
MENTHA ARVENSIS LEAF/STEM OIL,90063-97-1,masking; skin-conditioning,mentha arvensis leaf/stem oil
CANDELILLA CERA HYDROCARBONS,,film-forming; viscosity-controlling,candelilla cera hydrocarbons
ROSA RUGOSA BUD POWDER,92347-25-6,abrasive; humectant; masking; skin-protecting,rosa rugosa bud powder
THERMUS THERMOPHILLUS FERMENT,,skin-conditioning,thermus thermophillus ferment
ZIZANIA LATIFOLIA STEM EXTRACT,,skin-conditioning,zizania latifolia stem extract
BUTYL OLEATE,142-77-8,emollient; masking; skin-conditioning,Butyl 9-octadecenoate
CYTISUS SCOPARIUS FLOWER WAX,,skin-conditioning,cytisus scoparius flower wax
TAIWANOFUNGUS CAMPHORATUS FERMENT EXTRACT,,skin-conditioning,taiwanofungus camphoratus ferment extract
VACCINIUM MYRTILLUS FRUIT WATER,84082-34-8,skin-conditioning,vaccinium myrtillus fruit water
GLYCERYL ETHYLHEXANOATE/STEARATE/ADIPATE,,emollient,glyceryl ethylhexanoate/stearate/adipate
ARTEMISIA MONTANA LEAF EXTRACT,,skin-conditioning,artemisia montana leaf extract
ZANTHOXYLUM COREANUM BRANCH/LEAF EXTRACT,102242-62-6,skin-conditioning,zanthoxylum coreanum branch/leaf extract
SODIUM RIBOFLAVIN PHOSPHATE,130-40-5,skin-conditioning,Riboflavin monophosphate
BOSWELLIA SERRATA LEAF CELL EXTRACT,97952-72-2,masking; skin-protecting,boswellia serrata leaf cell extract
RICINOLEIC ACID/ADIPIC ACID/AEEA COPOLYMER,221278-30-4,viscosity-controlling,ricinoleic acid/adipic acid/aeea copolymer
CYAMOPSIS TETRAGONOLOBA SYMBIOSOME EXTRACT,9000-30-0,antioxidant; skin-conditioning,"Octane-1,4,7-triyl tributanoate"
SAPINDUS MUKOROSSI FRUIT FERMENT EXTRACT,,antimicrobial; antiseborrhoeic; skin-conditioning,sapindus mukorossi fruit ferment extract
SANTALUM SPICATUM SHELL POWDER,,skin-conditioning,santalum spicatum shell powder
ARTEMISIA DRACUNCULUS SEED/ANTHEMIS NOBILIS SEED/HYPERICUM ANDROSAEMUM SEED EXTRACT,,skin-conditioning,artemisia dracunculus seed/anthemis nobilis seed/hypericum androsaemum seed extract
FICUS MICROCARPA LEAF EXTRACT,,skin-conditioning,ficus microcarpa leaf extract
ALOE BARBADENSIS SPROUT,,humectant; skin-conditioning,aloe barbadensis sprout
PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,,emulsifying; skin-conditioning,peg-9 polydimethylsiloxyethyl dimethicone
LACTOBACILLUS/SACCHAROMYCES SILKWORM EXTRACT FERMENT FILTRATE,,antioxidant; skin-conditioning; skin-protecting,lactobacillus/saccharomyces silkworm extract ferment filtrate
ARGAN OIL AMINOPROPANEDIOL ESTERS,,skin-conditioning,argan oil aminopropanediol esters
CERCIS CHINENSIS FLOWER/LEAF/STEM EXTRACT,,antioxidant; humectant; skin-conditioning,cercis chinensis flower/leaf/stem extract
DIOCTYLDODECYL STEAROYL DIMER DILINOLEATE,,skin-conditioning,dioctyldodecyl stearoyl dimer dilinoleate
C12-15 PARETH-3 BENZOATE,,antimicrobial; emollient; skin-conditioning,c12-15 pareth-3 benzoate
ORANGE ROUGHY OIL,,skin-conditioning,orange roughy oil
PEG-5 TRISTEARYL CITRATE,,emollient,peg-5 tristearyl citrate
HYDROLYZED ROYAL JELLY PROTEIN,,skin-conditioning,hydrolyzed royal jelly protein
DIMETHICONE PEG/PPG-20/23 BENZOATE,,skin-conditioning,dimethicone peg/ppg-20/23 benzoate
GALACTOSYL SALICYLATE,1261353-24-5,antiseborrhoeic; skin-conditioning,Galactosyl salicylate
SORBUS COMMIXTA BRANCH EXTRACT,,emollient; skin-conditioning,sorbus commixta branch extract
DIMETHICONOL BORAGEATE,226994-45-2,emollient; skin-conditioning,dimethiconol borageate
BRASSICA NAPUS FLOWER EXTRACT,,skin-conditioning,brassica napus flower extract
SACCHAROMYCES/CHROMIUM FERMENT EXTRACT FILTRATE,,skin-conditioning,saccharomyces/chromium ferment extract filtrate
THALASSIOSIRA PSEUDONANA EXTRACT,,skin-protecting,thalassiosira pseudonana extract
SUCROSE POLYPALMATE,,emollient; emulsifying; emulsion-stabilising; skin-conditioning; surfactant,sucrose polypalmate
METROSIDEROS EXCELSA BARK/LEAF EXTRACT,,skin-conditioning,metrosideros excelsa bark/leaf extract
AMMOPHILA ARENARIA ROOT EXTRACT,,skin-conditioning,ammophila arenaria root extract
SACCHAROMYCES/RICE FERMENT LIPIDS,,skin-conditioning,saccharomyces/rice ferment lipids
VITEX NEGUNDO LEAF CELL EXTRACT,92347-33-6,masking; skin-protecting,vitex negundo leaf cell extract
QUATERNIUM-18 HECTORITE,71011-27-3,viscosity-controlling,quaternium-18 hectorite
HYDROLYZED SAFFLOWER FLOWER EXTRACT,,skin-conditioning,hydrolyzed safflower flower extract
PENTAPEPTIDE-61,,antimicrobial; humectant; skin-conditioning; skin-protecting,pentapeptide-61
COCOYL TETRAPEPTIDE-4,,skin-conditioning,cocoyl tetrapeptide-4
COPTIS CHINENSIS ROOT/STALK POWDER,,abrasive; masking; skin-protecting,coptis chinensis root/stalk powder
HEPTAPEPTIDE-17,,antioxidant; skin-protecting,heptapeptide-17
MALTODEXTRIN/VP COPOLYMER,1323833-56-2,film-forming,maltodextrin/vp copolymer
LIRIODENDRON TULIPIFERA LEAF WAX,91722-42-8,emollient,liriodendron tulipifera leaf wax
METHACRYLIC ACID/PEG-6 METHACRYLATE/PEG-6 DIMETHACRYLATE CROSSPOLYMER.,,film-forming,methacrylic acid/peg-6 methacrylate/peg-6 dimethacrylate crosspolymer.
FAGUS SYLVATICA BARK EXTRACT,85251-65-6,skin-conditioning,fagus sylvatica bark extract
ETHYLENE/SODIUM ACRYLATE COPOLYMER,25750-82-7 / 25749-98-8,binding; emulsion-stabilising; film-forming; opacifying,ethylene/sodium acrylate copolymer
PITTOSPORUM TOBIRA BRANCH/LEAF EXTRACT,,emollient; skin-conditioning,pittosporum tobira branch/leaf extract
ORYZA SATIVA GERM EXTRACT,90106-37-9,emollient,oryza sativa germ extract
GELLAN GUM,71010-52-1,film-forming; viscosity-controlling,gellan gum
PEG-6 GLYCERYL TRISTEARATE,41080-66-4,emollient; emulsifying,peg-6 glyceryl tristearate
ABIETIC ACID,514-10-3,emulsion-stabilising; surfactant,Abietic Acid
NUPHAR JAPONICUM ROOT EXTRACT,,skin-conditioning,nuphar japonicum root extract
SANGUISORBA MINOR EXTRACT,,antioxidant; skin-conditioning,sanguisorba minor extract
SODIUM SOYATE,61790-25-8,cleansing; emulsifying; surfactant; viscosity-controlling,sodium soyate
POLYGONATUM ODORATUM ROOT EXTRACT,,skin-conditioning,polygonatum odoratum root extract
PANAX GINSENG LEAF/STEM POWDER,,skin-conditioning,panax ginseng leaf/stem powder
3-BUTYLGLYCERYL ASCORBATE,,humectant; skin-conditioning,3-butylglyceryl ascorbate
ARTEMISIA FUKUDO EXTRACT,,humectant; skin-conditioning,artemisia fukudo extract
RUBY POWDER,12174-49-1,skin-conditioning,Corundum
PALMITOYL CARNITINE,1935-18-8 / 2364-67-2,skin-conditioning,palmitoyl carnitine
LACTIS FAEX,68876-77-7,skin-conditioning,lactis faex
SODIUM MYRISTOYL METHYL BETA-ALANINE,,skin-conditioning,sodium myristoyl methyl beta-alanine
ROBINIA PSEUDOACACIA FLOWER/LEAF/STEM EXTRACT,89957-93-7,skin-conditioning,robinia pseudoacacia flower/leaf/stem extract
PRIMULA DENTICULATA LEAF EXTRACT,92129-21-0,skin-conditioning,primula denticulata leaf extract
EICOSATRIENOIC ACID,1783-84-2,skin-conditioning,"8,11,14-Eicosatrienoic Acid"
CHAMOMILLA RECUTITA/ROSMARINUS OFFICINALIS/SALVIA OFFICINALIS/THYMUS VULGARIS EXTRACT,,humectant; skin-conditioning,chamomilla recutita/rosmarinus officinalis/salvia officinalis/thymus vulgaris extract
SH-OLIGOPEPTIDE-75 SH-OLIGOPEPTIDE-1,,skin-conditioning,sh-oligopeptide-75 sh-oligopeptide-1
ANTHYLLIS VULNERARIA FLOWER EXTRACT,89957-45-9,skin-conditioning,anthyllis vulneraria flower extract
SPONDIAS PURPUREA FRUIT EXTRACT,,skin-conditioning,spondias purpurea fruit extract
LACTOSE,63-42-3,humectant; skin-conditioning,GlyTouCan:G06348JD
TRANSGENIC SILKWORM RH-OLIGOPEPTIDE-2,,skin-conditioning,transgenic silkworm rh-oligopeptide-2
METHIONYL HEXAPEPTIDE-40 SH-DECAPEPTIDE-1 TRIPEPTIDE-44 RH-POLYPEPTIDE-60,,skin-conditioning,methionyl hexapeptide-40 sh-decapeptide-1 tripeptide-44 rh-polypeptide-60
RHODODENDRON FERRUGINEUM FLOWER EXTRACT,90106-21-1,skin-conditioning,rhododendron ferrugineum flower extract
SH-PENTAPEPTIDE-7,,skin-conditioning,sh-pentapeptide-7
MIMOSA PUDICA CALLUS,,skin-conditioning; skin-protecting,mimosa pudica callus
ETHYL LACTYL RETINOATE,74534-80-8,abrasive; skin-conditioning,ethyl lactyl retinoate
ACETYL CARNITINE,14992-62-2,skin-conditioning,Acetyl-DL-carnitine
POLYGONUM MULTIFLORUM CALLUS EXTRACT,,skin-conditioning; skin-protecting,polygonum multiflorum callus extract
SAPINDUS EMARGINATUS FRUIT EXTRACT,,skin-conditioning,sapindus emarginatus fruit extract
ROSA FLORIBUNDA FLOWER EXTRACT,,skin-conditioning,rosa floribunda flower extract
DILAURYL MALEATE/C20 OLEFIN COPOLYMER,,emollient; emulsion-stabilising; viscosity-controlling,dilauryl maleate/c20 olefin copolymer
ISODECYL ISONONANOATE,59231-35-5 / 41395-89-5,antistatic; emollient; skin-conditioning,isodecyl isononanoate
RH-POLYPEPTIDE-47,,emollient; humectant; skin-conditioning; skin-protecting,rh-polypeptide-47
C26-54 ALKYL TETRADECYL DIMETHICONE,,skin-conditioning,c26-54 alkyl tetradecyl dimethicone
DISTYLIUM RACEMOSUM BRANCH/LEAF EXTRACT,,skin-conditioning,distylium racemosum branch/leaf extract
PHELLINUS LINTEUS/RICE FERMENT EXTRACT,,emollient; humectant,phellinus linteus/rice ferment extract
DEOXYRIBONUCLEASE,9003-98-9,skin-conditioning,2-(1-Benzoylamino-2-(indol-3-yl))ethyl-4-amino-6-dimethylamino-s-triazine
DIMETHOXYTOLYL PROPYLRESORCINOL,869743-37-3,antioxidant; skin-conditioning,Dimethoxytolyl propylresorcinol
CROCUS SATIVUS LEAF CELL CULTURE EXTRACT,84604-17-1,skin-protecting,crocus sativus leaf cell culture extract
ROSMARINUS OFFICINALIS LEAF/STEM OIL,84604-14-8,antioxidant; skin-conditioning,rosmarinus officinalis leaf/stem oil
DENDROBIUM NOBILE STEM EXTRACT,,skin-conditioning,dendrobium nobile stem extract
COMMIPHORA GILEADENSIS BUD EXTRACT,,emollient,commiphora gileadensis bud extract
PRUNUS AVIUM FLOWER WATER,85566-22-9,skin-conditioning,prunus avium flower water
SH-POLYPEPTIDE-86,,skin-conditioning,sh-polypeptide-86
CHITOSAN SUCCINAMIDE,,film-forming,chitosan succinamide
MYRISTOYL PENTAPEPTIDE-4,,skin-conditioning,myristoyl pentapeptide-4
TRISEBACIN,,emollient; refatting; skin-conditioning; viscosity-controlling,trisebacin
HALOCIDIN SUBUNIT A AMIDE/HALOCIDIN SUBUNIT B AMIDE,,skin-protecting,halocidin subunit a amide/halocidin subunit b amide
GENTIANELLA AMARELLA FLOWER EXTRACT,,skin-conditioning,gentianella amarella flower extract
LARIX LEPTOLEPIS BARK EXTRACT,,humectant; skin-conditioning; skin-protecting,larix leptolepis bark extract
ACANTHOPANAX SENTICOSUS ROOT EXTRACT,84696-12-8,skin-conditioning; soothing,acanthopanax senticosus root extract
BARLERIA PRIONITIS POWDER,,skin-conditioning,barleria prionitis powder
COPPER PYRIDOXAL 5-PHOSPHATE,,antioxidant; skin-conditioning,copper pyridoxal 5-phosphate
PISUM SATIVUM PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; humectant; skin-conditioning; skin-protecting,pisum sativum phytoplacenta extract
ALLIUM CEPA SKIN EXTRACT,,humectant; skin-conditioning,allium cepa skin extract
ROSA HYBRID FLOWER EXTRACT,93062-88-5,skin-conditioning; tonic,rosa hybrid flower extract
SOLANUM DULCAMARA STEM EXTRACT,84696-50-4,skin-conditioning,solanum dulcamara stem extract
ROSA DAVURICA BUD EXTRACT,,antioxidant; skin-conditioning,rosa davurica bud extract
VICTORIA AMAZONICA EXTRACT,,emollient; skin-conditioning,victoria amazonica extract
ANANAS ERECTIFOLIUS LEAF JUICE,,humectant,ananas erectifolius leaf juice
ERYTHRINA VARIEGATA FLOWER EXTRACT,,skin-conditioning,erythrina variegata flower extract
PROTEA REPENS FLOWER NECTAR,,skin-conditioning,protea repens flower nectar
HYDROGENATED CRANBERRY SEED OIL,,emollient,hydrogenated cranberry seed oil
EUTERPE OLERACEA PALM HEART EXTRACT,,emollient; skin-conditioning,euterpe oleracea palm heart extract
MAGNOLIA SIEBOLDII ROOT EXTRACT,,skin-conditioning,magnolia sieboldii root extract
DIMETHYLACRYLAMIDE/ETHYLTRIMONIUM CHLORIDE METHACRYLATE COPOLYMER,,viscosity-controlling,dimethylacrylamide/ethyltrimonium chloride methacrylate copolymer
NARDOSTACHYS JATAMANSI ROOT OIL,90064-28-1,masking; skin-conditioning,nardostachys jatamansi root oil
THEOBROMA CACAO LEAF CELL EXTRACT,84649-99-0,masking; skin-protecting,theobroma cacao leaf cell extract
ORIGANUM VULGARE FLOWER/LEAF/STEM EXTRACT,84012-24-8,skin-conditioning,origanum vulgare flower/leaf/stem extract
SARGACHROMANOL C,,skin-conditioning,sargachromanol c
POLYGLYCERYL-35 LAURYL ETHER,,emulsion-stabilising; surfactant,polyglyceryl-35 lauryl ether
LAURUS NOBILIS FRUIT OIL,8007-48-5,skin-conditioning,laurus nobilis fruit oil
LACTOBACILLUS/LEUCONOSTOC/POLYSORBATE 80/SCHISANDRA CHINENSIS FRUIT EXTRACT FERMENT LYSATE FILTRATE,,skin-conditioning,lactobacillus/leuconostoc/polysorbate 80/schisandra chinensis fruit extract ferment lysate filtrate
OLIVINE EXTRACT,,skin-conditioning,olivine extract
PHALAENOPSIS APHRODITE CALLUS EXTRACT,,antioxidant; reducing; skin-protecting,phalaenopsis aphrodite callus extract
TILIROSIDE,20316-62-5,skin-conditioning,Tiliroside
ADIPIC ACID/DILINOLEIC ACID/HEXYLENE GLYCOL COPOLYMER,,film-forming,adipic acid/dilinoleic acid/hexylene glycol copolymer
BENZYLIDENE CAMPHOR SULFONIC ACID,56039-58-8,uv-absorber; uv-filter,"4-[(4,7,7-Trimethyl-3-oxo-2-bicyclo[2.2.1]heptanylidene)methyl]benzenesulfonic acid"
TRIETHYLENE GLYCOL ROSINATE,,film-forming; plasticiser,triethylene glycol rosinate
COCO-CAPRYLATE,,emollient,coco-caprylate
RH-POLYPEPTIDE-88,,skin-conditioning,rh-polypeptide-88
CASTOR ISOSTEARATE SUCCINATE,,skin-conditioning,castor isostearate succinate
SUCROSE,57-50-1,humectant; skin-conditioning; soothing,Hex-2-ulofuranosyl hexopyranoside
PRUNELLA VULGARIS LEAF EXTRACT,90105-92-3,skin-conditioning,prunella vulgaris leaf extract
BIS(TRIOCTYLDODECYL CITRYL) DILINOLEATE,220716-32-5,emollient; skin-conditioning,bis(trioctyldodecyl citryl) dilinoleate
C14-18 GLYCOL,223239-96-1,emollient; emulsion-stabilising; skin-conditioning,c14-18 glycol
HYDROLYZED GAULTHERIA FRAGRANTISSIMA/PROCUMBENS/PUNCTATA EXTRACT,,skin-conditioning,hydrolyzed gaultheria fragrantissima/procumbens/punctata extract
ALGINIC ACID,9005-32-7,binding; skin-conditioning; viscosity-controlling,"Ammonium, (3-furyl)trimethyl-, iodide"
ARTEMISIA MONGOLIA LEAF EXTRACT,,skin-conditioning,artemisia mongolia leaf extract
POLYACRYLATE-40,172201-25-1,film-forming,polyacrylate-40
PEG-6 ALMOND GLYCERIDES,226993-90-4,emollient; emulsifying,peg-6 almond glycerides
PHYLLOSTACHYS NIGRA JUICE,,emollient; skin-conditioning,phyllostachys nigra juice
ARTEMISIA CAPILLARIS FLOWER EXTRACT,223747-93-1,skin-conditioning,artemisia capillaris flower extract
TILIA PLATYPHYLLOS EXTRACT,91770-16-0,skin-conditioning; soothing,tilia platyphyllos extract
DECURSINOL,23458-02-8,antioxidant; skin-conditioning,(+)-Decursinol
GLYCINE SOJA SEEDCAKE EXTRACT,84776-91-0,skin-protecting,glycine soja seedcake extract
ACANTHOSICYOS HORRIDUS SEED OIL,,skin-conditioning; skin-protecting,acanthosicyos horridus seed oil
10-HYDROXYDECENOIC ACID,765-01-5,skin-conditioning,10-Hydroxydec-2-enoic acid
HEPTYL UNDECYLENATE,68141-27-5,emollient,Diosbulbin D
TETRAPEPTIDE-48,,skin-conditioning,tetrapeptide-48
ALPINIA OFFICINARUM ROOT WATER,90320-42-6,skin-conditioning,alpinia officinarum root water
ETHYLHEXYL ETHYLHEXANOATE,7425-14-1,emollient,2-Ethylhexyl 2-ethylhexanoate
POLYACRYLATE-38,,film-forming,polyacrylate-38
DIHYDROQUERCETIN DITHIOLANEPENTYL ETHER,,antioxidant; emollient; humectant; skin-conditioning,dihydroquercetin dithiolanepentyl ether
MYRISTOYL SUCCINOYL ATELOCOLLAGEN,,skin-conditioning,myristoyl succinoyl atelocollagen
R-(SH-POLYPEPTIDE-2 DECAPEPTIDE-40),,skin-conditioning; skin-protecting,r-(sh-polypeptide-2 decapeptide-40)
ALPINIA FORMOSANA SEED POWDER,,antioxidant; emollient; skin-conditioning,alpinia formosana seed powder
ACETYL OCTAPEPTIDE-3,,humectant; skin-conditioning,acetyl octapeptide-3
ANGELICA TENUISSIMA ROOT EXTRACT,,skin-conditioning,angelica tenuissima root extract
LEDEBOURIELLA DIVARICATA ROOT EXTRACT,,skin-conditioning,ledebouriella divaricata root extract
C12-14 SEC-PARETH-9,84133-50-6,emulsifying; emulsion-stabilising; surfactant,c12-14 sec-pareth-9
SH-NONAPEPTIDE-5,,skin-conditioning,sh-nonapeptide-5
CARBOXYMETHYL LEVAN,,humectant; skin-conditioning,carboxymethyl levan
CARPOBROTUS EDULIS WATER,,skin-conditioning,carpobrotus edulis water
CURCUMA ZEDOARIA ROOT WATER,84961-49-9,masking; skin-conditioning,curcuma zedoaria root water
ASPERGILLUS/SACCHAROMYCES/BARLEY LEES FERMENT FILTRATE,,skin-conditioning,aspergillus/saccharomyces/barley lees ferment filtrate
HUMAN FIBROBLAST INDUCED PLURIPOTENT CELL EXTRACT,,antioxidant; humectant; skin-conditioning; skin-protecting,human fibroblast induced pluripotent cell extract
CAFFEOYL SH-DECAPEPTIDE-9,,skin-conditioning,caffeoyl sh-decapeptide-9
SARCOCAPNOS CRASSIFOLIA CALLUS LYSATE,,skin-conditioning,sarcocapnos crassifolia callus lysate
RANSOU EKISU,,skin-conditioning,ransou ekisu
MYRISTOYL OCTAPEPTIDE-1,,skin-conditioning,myristoyl octapeptide-1
DIMETHICONE PROPYLETHYLENEDIAMINE BEHENATE,132207-30-8,antistatic; emollient; skin-conditioning,dimethicone propylethylenediamine behenate
RHEUM RHABARBARUM STALK JUICE,97435-16-0,skin-conditioning,rheum rhabarbarum stalk juice
UNDECYLENOYL INULIN,224580-84-1,emollient; emulsion-stabilising; skin-conditioning,undecylenoyl inulin
TETRAMETHYL TETRAPHENYL TRISILOXANE,3982-82-9,emollient; skin-conditioning,"1,3,3,5-Tetramethyl-1,1,5,5-tetraphenyltrisiloxane"
CORNUS STOLONIFERA LEAF/STEM EXTRACT,,skin-conditioning,cornus stolonifera leaf/stem extract
HEPTAPEPTIDE-39 DIMER,,skin-conditioning,heptapeptide-39 dimer
COD LIVER/MINK/TALLOW TRIGLYCERIDE,,emollient; skin-conditioning,cod liver/mink/tallow triglyceride
ADIPIC ACID/PPG-10 COPOLYMER,,film-forming; plasticiser; viscosity-controlling,adipic acid/ppg-10 copolymer
PAULLINIA CUPANA SEED POWDER,84929-28-2,skin-conditioning,3-Ethyl-4-methyldec-4-en-1-ol
MYRISTOYL TETRAPEPTIDE-41,,skin-conditioning,myristoyl tetrapeptide-41
CONVALLARIA MAJALIS BULB/ROOT EXTRACT,84082-46-2,skin-conditioning,convallaria majalis bulb/root extract
HYDROLYZED CORN STARCH OCTENYLSUCCINATE,,absorbent; binding; film-forming,hydrolyzed corn starch octenylsuccinate
GLYCERETH-8 HYDROXYSTEARATE,,emollient; emulsifying; emulsion-stabilising; surfactant,glycereth-8 hydroxystearate
LAVANDULA HYBRIDA EXTRACT,91722-69-9,emollient,lavandula hybrida extract
ASPERGILLUS/SACCHAROMYCES/APPLE FRUIT/MELON FRUIT/BANANA FRUIT/GRAPE/SUCROSE FERMENT FILTRATE,,humectant,aspergillus/saccharomyces/apple fruit/melon fruit/banana fruit/grape/sucrose ferment filtrate
CITRUS AUSTRALASICA FRUIT EXTRACT,1174331-57-7,antioxidant; humectant; skin-conditioning,citrus australasica fruit extract
DIMETHYL PHTHALATE,131-11-3,film-forming; masking; plasticiser; solvent,Dimethyl Phthalate
POLYDIPENTENE,9003-73-0,binding; viscosity-controlling,p-Menth-1-ene
TRITICUM MONOCOCCUM SEED EXTRACT,,skin-conditioning,triticum monococcum seed extract
C4-18 ALKYL METHACRYLATE/METHACRYLOYLOXYETHYL PHOSPHORYLCHOLINE COPOLYMER,,humectant,c4-18 alkyl methacrylate/methacryloyloxyethyl phosphorylcholine copolymer
HESPERETIN,520-33-2,antioxidant; skin-conditioning,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one"
BIS-PEG/PPG-20/5 PEG/PPG-20/5 DIMETHICONE,,emulsifying; emulsion-stabilising,bis-peg/ppg-20/5 peg/ppg-20/5 dimethicone
POLYPODIUM DECUMANUM EXTRACT,,skin-protecting,polypodium decumanum extract
ACRYLIC ACID/PHOSPHORYLCHOLINE GLYCOL ACRYLATE CROSSPOLYMER,,viscosity-controlling,acrylic acid/phosphorylcholine glycol acrylate crosspolymer
SR-MOUSE POLYPEPTIDE-1,,skin-protecting,sr-mouse polypeptide-1
GENTIANA PROSTRATA EXTRACT,97676-22-7,skin-conditioning,gentiana prostrata extract
HYDROXYPROPYL DIMETHICONYLPROPYL ACRYLATES COPOLYMER,,film-forming; surfactant; viscosity-controlling,hydroxypropyl dimethiconylpropyl acrylates copolymer
PANAX GINSENG ROOT/LIRIOPE MUSCARI EXTRACT,,emollient; skin-conditioning,panax ginseng root/liriope muscari extract
LACTOBACILLUS/LEUCONOSTOC/ARTEMISIA ANNUA EXTRACT/POLYSORBATE 80 FERMENT LYSATE FILTRATE,,skin-conditioning,lactobacillus/leuconostoc/artemisia annua extract/polysorbate 80 ferment lysate filtrate
SALVIA SCLAREA FLOWER/LEAF/STEM CERA,84775-83-7,skin-protecting,salvia sclarea flower/leaf/stem cera
PAULLINIA CUPANA FRUIT EXTRACT,84929-28-2,skin-conditioning,3-Ethyl-4-methyldec-4-en-1-ol
SILENE ARMERIA/COLORATA/UNIFLORA/VELUTINA/VULGARIS EXTRACT,,skin-conditioning,silene armeria/colorata/uniflora/velutina/vulgaris extract
EARTHWORM CONDITIONED SOIL,,skin-conditioning,earthworm conditioned soil
PALMITOYL TRIPEPTIDE-5 AMIDOPROPYL ASCORBYL PHOSPHATE HCL,,skin-conditioning,palmitoyl tripeptide-5 amidopropyl ascorbyl phosphate hcl
PHYLLOSTACHYS RETICULATA EXTRACT,,skin-conditioning,phyllostachys reticulata extract
ASPERGILLUS/LACTOBACILLUS/LEUCONOSTOC/PEDIOCOCCUS/SACCHAROMYCES/ZYGOSACCHAROMYCES/CITRUS UNSHIU FRUIT/CITRUS JAPONICA FRUIT/CITRUS JUNOS FRUIT/APPLE FRUIT/BANANA FRUIT/PAPAYA FRUIT/PYRUS PYRIFOLIA FRUIT/DIOSPYROS KAKI FRUIT/WATERMELON FRUIT/PEACH FRUIT/PRUNUS MUME FRUIT/FIG FRUIT/CHAENOMELES SINENSIS FRUIT/ERIOBOTRYA JAPONICA FRUIT/APRICOT FRUIT/ZIZYPHUS JUJUBA FRUIT/CUCURBITA MAXIMA FRUIT/CASTANEA CRENATA FRUIT/VITIS COIGNETIAE FRUIT/LYCIUM CHINENSE FRUIT/RASPBERRY FRUIT/MOMORDICA GROSVENORII FRUIT/SOYBEAN SEED/PHASEOLUS ANGULARIS SEED/CANAVALIA ENSIFORMIS SEED/RICE SEED/HORDEUM VULGARE SEED/COIX LACRYMA-JOBI MA-YUEN SEED/ ECHINOCHLOA CRUS-GALLI SEED/SETARIA ITALICA SEED/MILLET SEED/HEMEROCALLIS FULVA FLOWER/CABBAGE LEAF/STEM/MORUS BOMBYCIS LEAF/PERILLA FRUTESCENS LEAF/IPOMOEA BATATAS ROOT/COLOCASIA ANTIQUORUM TUBER/DIOSCOREA BATATAS RHIZOME/IRIDEA LAMINARIOIDES/LAMINARIA JAPONICA/NEMACYSTUS DECIPIENS/UNDARIA PINNATIFIDA/RADISH ROOT/TURNIP ROOT/CARROT ROOT/ARCTIUM LAPPA ROOT/NELUMBO NUCIFERA RHIZOME/ONION BULB/LILIUM AURATUM BULB/LICORICE ROOT/SAGITTARIA TRIFOLIA ROOT/SESAME SEED/GINKGO BILOBA SEED/JUGLANS SUBCORDIFORMIS FRUIT/PANAX GINSENG SEED/ACTINIDIA POLYGAMA FRUIT/HYDNUM ERINACEUM FRUITING BODY/GRIFOLA FRONDOSA FRUITING BODY/LENTINUS EDODES FRUITING BODY/ARTEMISIA PRINCEPS/HOUTTUYNIA CORDATA/VITIS LABRUSCA FRUIT/HELIANTHUS TUBEROSUS TUBER FERMENT EXTRACT,,skin-conditioning,aspergillus/lactobacillus/leuconostoc/pediococcus/saccharomyces/zygosaccharomyces/citrus unshiu fruit/citrus japonica fruit/citrus junos fruit/apple fruit/banana fruit/papaya fruit/pyrus pyrifolia fruit/diospyros kaki fruit/watermelon fruit/peach fruit/prunus mume fruit/fig fruit/chaenomeles sinensis fruit/eriobotrya japonica fruit/apricot fruit/zizyphus jujuba fruit/cucurbita maxima fruit/castanea crenata fruit/vitis coignetiae fruit/lycium chinense fruit/raspberry fruit/momordica grosvenorii fruit/soybean seed/phaseolus angularis seed/canavalia ensiformis seed/rice seed/hordeum vulgare seed/coix lacryma-jobi ma-yuen seed/ echinochloa crus-galli seed/setaria italica seed/millet seed/hemerocallis fulva flower/cabbage leaf/stem/morus bombycis leaf/perilla frutescens leaf/ipomoea batatas root/colocasia antiquorum tuber/dioscorea batatas rhizome/iridea laminarioides/laminaria japonica/nemacystus decipiens/undaria pinnatifida/radish root/turnip root/carrot root/arctium lappa root/nelumbo nucifera rhizome/onion bulb/lilium auratum bulb/licorice root/sagittaria trifolia root/sesame seed/ginkgo biloba seed/juglans subcordiformis fruit/panax ginseng seed/actinidia polygama fruit/hydnum erinaceum fruiting body/grifola frondosa fruiting body/lentinus edodes fruiting body/artemisia princeps/houttuynia cordata/vitis labrusca fruit/helianthus tuberosus tuber ferment extract
NELUMBO NUCIFERA SEED OIL,85085-51-4,emollient; humectant; skin-conditioning,nelumbo nucifera seed oil
PYRUS SORBUS BUD EXTRACT,90131-20-7,astringent; skin-conditioning,pyrus sorbus bud extract
TETRADECYLOCTADECANOL,32582-32-4,emollient; skin-conditioning; viscosity-controlling,Tetradecyloctadecanol
PPG-6 CASTORATE,,skin-conditioning,ppg-6 castorate
DISODIUM ISODECYL SULFOSUCCINATE,37294-49-8 / 55184-70-8,cleansing; foam-boosting; foaming; hydrotrope; skin-conditioning; surfactant,disodium isodecyl sulfosuccinate
