inci_name,cas_no,function,substance
mentha piperita flower/leaf/stem extract,84082-70-2,flavouring; masking; perfuming; skin-conditioning,mentha piperita flower/leaf/stem extract
cis-3-hexenyl acetate,3681-71-8,perfuming,lead diacetate
abies alba leaf cera,90028-76-5,perfuming; skin-conditioning; skin-protecting,abies alba leaf cera
tridecenal,7774-82-5,perfuming,tridec-2-enal
polianthes tuberosa flower extract,94334-35-7,perfuming,polianthes tuberosa flower extract
aluminum hydroxide oxide,11139-78-9,antimicrobial; astringent; skin-conditioning; skin-protecting,boehmite (al(oh)o)
isobutylquinoline isomers,1333-58-0,perfuming,2-isobutylquinoline
cinnamic acid,140-10-3 / 621-82-9,perfuming; skin-conditioning,cinnamic acid
beta-ionol,22029-76-1,perfuming,"4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-ol"
potassium metabisulfite,16731-55-8 / 4429-42-9,hair-waving-or-straightening; preservative; reducing,potassium metabisulfite
ethyl nicotinate,614-18-6,perfuming; skin-conditioning,ethyl nicotinate
tepyl acetate,38285-49-3,perfuming,5-methyl-3-butyltetrahydropyran-4-yl acetate
lespedeza cyrtobotrya extract,,antifoaming; antimicrobial; antioxidant; humectant; skin-conditioning; skin-protecting,lespedeza cyrtobotrya extract
hydrocinnamyl isobutyrate,103-58-2,perfuming,3-phenylpropyl isobutyrate
ethyl phenethyl acetal,2556-10-7,perfuming,"benzene, (2-(1-ethoxyethoxy)ethyl)-"
3‚3-dimethyl-1‚5-dioxaspiro-undecane,707-29-9,perfuming,"5,5-dimethyl-1,3-dioxane-2-spirocyclohexane"
dodecahydro-tetramethylnaphthofuran,3738-00-9 / 6790-58-5,perfuming,dodecahydro-tetramethylnaphthofuran
isopropyl octanoate,5458-59-3,perfuming,isopropyl caprylate
methylundecanal,110-41-8,perfuming,2-methylundecanal
isoamyl geranate,68133-73-3,perfuming,"3-methylbutyl 3,7-dimethylocta-2,6-dienoate"
isovaleric acid,503-74-2,perfuming,isovaleric acid
oxyquinoline sulfate,134-31-6,antimicrobial; emulsion-stabilising,8-hydroxyquinoline
phloretin,60-82-2,antioxidant; antiseborrhoeic,phloretin
nardostachys jatamansi oil,90064-28-1,perfuming,nardostachys jatamansi oil
citrus nobilis peel oil expressed,84929-38-4,perfuming,citrus nobilis peel oil expressed
pinus sylvestris twig leaf extract,84012-35-1,perfuming,pinus sylvestris twig leaf extract
tetramethyl-3-cyclohexene-1-methyl formate,63649-51-4,perfuming,"3-cyclohexene-1-methanol, alpha,4,6,6-tetramethyl-, 1-formate"
panax ginseng meristem cell culture,,antimicrobial; antioxidant; skin-conditioning,panax ginseng meristem cell culture
trimethyldodecatrien-3-yl acetate,2306-78-7,perfuming,"butanamide, n-(4-(4-morpholinyl)phenyl)-3-oxo-"
trimethyl-1‚3-cyclohexadienylbutan-2-one,20483-36-7,perfuming,lithium trimethylsilanolate
pinus pinaster twig leaf extract,90082-75-0,perfuming,pinus pinaster twig leaf extract
rhodopseudomonas,,bleaching; skin-conditioning,rhodopseudomonas
zinc dibutyldithiocarbamate,136-23-2,antimicrobial; antioxidant,zinc di-n-butyldithiocarbamate
betula alba bark extract,84012-15-7,flavouring; masking; perfuming,betula alba bark extract
kluyveromyces/lactobacillus/zizyphus jujuba fruit oil ferment filtrate,,antioxidant; astringent; hair-conditioning; skin-conditioning,kluyveromyces/lactobacillus/zizyphus jujuba fruit oil ferment filtrate
neral,106-26-3,perfuming,"3,7-dimethylocta-2,6-dienal"
aniba rosaeodora amazonica wood extract,93685-34-8,perfuming,aniba rosaeodora amazonica wood extract
dipteryx odorata bean extract,90028-06-1,masking; perfuming,dipteryx odorata bean extract
3-methylcyclopentadecanol,62151-56-8,perfuming,3-methylcyclopentadecan-1-ol
isocamphenyl cyclohexanol mixed isomers,66068-84-6,perfuming,4-hydroxy-1-(5-isocamphyl)cyclohexane
abies balsamea extract,85085-34-3,film-forming; hair-conditioning; perfuming,abies balsamea extract
commiphora wildii oil,1082996-27-7,masking; perfuming,commiphora wildii oil
geraniol,106-24-1,perfuming; tonic,"3,7-dimethyl-2,6-octadienol"
2‚4-xylenol,105-67-9,perfuming,"2,4-dimethylphenol"
benzethonium chloride,121-54-0,antimicrobial; deodorant; preservative; surfactant,benzethonium
isopropyl-cyclohexane-acetaldehyde,93981-63-6,perfuming,"cyclohexaneacetaldehyde, 4-(1-methylethyl)-"
quercus salicina stem extract,,antimicrobial; antioxidant; astringent; emollient; hair-conditioning,quercus salicina stem extract
ethyl crotonate,10544-63-5,perfuming,"2-butenoic acid, ethyl ester"
methyl di-t-butyl hydroxyhydrocinnamate,6386-38-5,antioxidant; perfuming,methyl di-t-butyl hydroxyhydrocinnamate
thioacetanilide,637-53-6,antioxidant; bleaching,n-phenylethanethioamide
bacillus/monascus/abelmoschus esculentus sprout/rice bran ferment filtrate,,antiseborrhoeic; humectant; skin-conditioning; stabilising,bacillus/monascus/abelmoschus esculentus sprout/rice bran ferment filtrate
isopropylparaben,4191-73-5,preservative,propylparaben
octahydro-8‚8-dimethylnaphthalene-2-carbonitrile,72928-51-9,perfuming,"1,2,3,4,5,6,7,8-octahydro-8,8-dimethyl-2-naphthalenecarbonitrile"
trans-rose ketone-2,23726-91-2,perfuming,"1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2-buten-1-one"
methyl hydratropaldehyde,99-72-9,perfuming,2-(p-tolyl)propanal
linalyl methyl ether,60763-44-2,perfuming,"o-methyllinalool, (+-)-"
cynara scolymus leaf/root powder,,bleaching; humectant,cynara scolymus leaf/root powder
pyroligneous acids ethyl esters,8030-89-5,perfuming,"hydroperoxide, ethyl"
cucumis melo cantalupensis fruit extract,90063-94-8,astringent; skin-conditioning,cucumis melo cantalupensis fruit extract
sciadopitys verticillata root extract,,antidandruff; antimicrobial; antistatic; skin-conditioning,sciadopitys verticillata root extract
amyl alcohol,71-41-0,perfuming,1-pentanol
citrus aurantium dulcis peel oil expressed,8028-48-6,perfuming,orange oil
cyclohexyl acetate,622-45-7,perfuming,cyclohexyl acetate
levisticum officinale leaf extract,84837-06-9,perfuming; skin-conditioning,levisticum officinale leaf extract
terpinolene,586-62-9,perfuming,terpinolene
sodium citronellate,757245-27-5,antidandruff; antimicrobial; masking,sodium citronellate
2-tert-butyl-4-methylcyclohexanol,67634-11-1,perfuming,2-tert-butyl-4-methylcyclohexanol
citrus aurantium bergamia leaf extract,89957-91-5,astringent,citrus aurantium bergamia leaf extract
methyl decylideneaminobenzoate,67874-67-3,perfuming,methyl 2-(decylideneamino)benzoate
ononis spinosa root extract,84775-89-3,antiseborrhoeic; soothing,ononis spinosa root extract
biotinoyl tripeptide-35,,antimicrobial; antioxidant; antiseborrhoeic; hair-conditioning,biotinoyl tripeptide-35
thymus praecox extract,,antimicrobial,thymus praecox extract
ozonized polysorbate 80,,antimicrobial; cleansing; surfactant,ozonized polysorbate 80
dimethyl sulphide,75-18-3,perfuming,dimethyl sulfide
camphor benzalkonium methosulfate,52793-97-2,antimicrobial; antistatic; uv-absorber; uv-filter,"methanesulfonate;trimethyl-[4-[(4,7,7-trimethyl-3-oxo-2-bicyclo[2.2.1]heptanylidene)methyl]phenyl]azanium"
angelica archangelica root oil,84775-41-7 / 8015-64-3,masking; perfuming; tonic,angelica archangelica root oil
pelargonium crispum stem oil,90082-46-5,perfuming,pelargonium crispum stem oil
furfuryl valerate,36701-01-6,perfuming,furfuryl pentanoate
aspergillus/zizania latifolia leaf/orostachys japonica/scutellaria baicalensis extract ferment filtrate,,antiseborrhoeic,aspergillus/zizania latifolia leaf/orostachys japonica/scutellaria baicalensis extract ferment filtrate
mentha spicata crispata herb extract,91770-68-2,perfuming,mentha spicata crispata herb extract
2‚7-dimethyl-5-octen-4-one,68419-46-5,perfuming,chamomile octenone
methylfurfural,620-02-0,perfuming,5-methylfurfural
dacrydium franklini wood oil,94334-02-8,perfuming,dacrydium franklini wood oil
ormenis multicaulis flower extract,92202-02-3,perfuming,ormenis multicaulis flower extract
o-cresyl acetate,533-18-6,perfuming,o-cresyl acetate
4-t-butylbenzoic acid,98-73-7,antimicrobial; masking,4-tert-butylbenzoic acid
aluminum calcium magnesium potassium sodium zinc silicates,,antimicrobial,aluminum calcium magnesium potassium sodium zinc silicates
geranic acid,459-80-3,perfuming,"3,7-dimethylocta-2,6-dienoic acid"
ocimum canum herb oil,90082-13-6,perfuming,ocimum canum herb oil
commiphora erythrea glabrescens gum extract,93686-00-1 / 100084-96-6,perfuming,commiphora erythrea glabrescens gum extract
beta-ionone,14901-07-6,perfuming,"4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-3-buten-2-one"
ethyl palmitate,628-97-7,emollient; perfuming,ethyl palmitate
acetaldehyde ethyl hexyl acetal,54484-73-0,perfuming,"hexane, 1-(1-ethoxyethoxy)-"
sodium caproylethylformyl benzenesulfonate,720697-37-0,antimicrobial; oxidising,decanoic acid 2-[[(4-sulfophenoxy)carbonyl]oxy]ethyl ester sodium salt
sapindus mukorossi fruit ferment extract,,antimicrobial; antiseborrhoeic; skin-conditioning,sapindus mukorossi fruit ferment extract
glycine max phytoplacenta extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,glycine max phytoplacenta extract
mek,78-93-3,perfuming; solvent,methyl ethyl ketone
allyl phenylacetate,1797-74-6,perfuming,allyl phenylacetate
2‚2-dimethyl-3-phenylpropionaldehyde,1009-62-7,perfuming,"benzenepropanal, alpha,alpha-dimethyl-"
c12-15 pareth-3 benzoate,,antimicrobial; emollient; skin-conditioning,c12-15 pareth-3 benzoate
a-camphorene,532-87-6,perfuming,alpha-camphorene
2-propanol/boron trifluoride/ethylidenebicycloheptene,90530-04-4,perfuming,2-ethylidene-6-[(propan-2-yl)oxy]bicyclo[2.2.1]heptane
cis-3-hexenyl phenylacetate,42436-07-7,perfuming,hex-3-enyl 2-phenylacetate
octahydro-trimethylspiro-methanoazulene-6‚2'-oxirane,22037-88-3,perfuming,"spiro[6h-3a,7-methanoazulene-6,2'-oxirane], octahydro-3,8,8-trimethyl-, (2'r,3r,3as,7r,8as)-"
galactosyl salicylate,1261353-24-5,antiseborrhoeic; skin-conditioning,galactosyl salicylate
methyl dodecylideneaminobenzoate,67924-14-5,perfuming,theta-cypermethrin
7-methyl-3-methylene-1‚6-octadiene acetylated,68412-04-4,perfuming,myrcenylacetat
l-allo-ocimenol,126-90-9,perfuming,"linalool, (+)-"
decahydro-methanobenzo-cyclooctenone,22690-27-3,perfuming,"1,2,3,4,5,6,7,8,9,10-decahydro-5,9-methanobenzocycloocten-11-one"
pinus sylvestris cone extract,84012-35-1 / 94266-48-5,masking; perfuming,pinus sylvestris cone extract
pentapeptide-61,,antimicrobial; humectant; skin-conditioning; skin-protecting,pentapeptide-61
theobroma grandiflorum fruit juice,906348-18-3,antioxidant; humectant; masking; perfuming,theobroma grandiflorum fruit juice
pinus nigra bud/needle extract,90082-74-9,antimicrobial; antioxidant,pinus nigra bud/needle extract
pinus mugo pumilio twig leaf oil,90082-73-8,perfuming,pinus mugo pumilio twig leaf oil
butyl laevulinate,2052-15-5,perfuming,butyl levulinate
methyl pelargonate,1731-84-6,emollient; perfuming; skin-conditioning,methyl nonanoate
poterium officinale root extract,84787-71-3,antimicrobial; tonic,poterium officinale root extract
styrax tonkinensis resin oil,9000-72-0 / 84012-39-5,perfuming,styrax tonkinensis resin oil
melaleuca leucadendron cajuputi leaf extract,85480-37-1,perfuming,melaleuca leucadendron cajuputi leaf extract
cresyl acetate,140-39-6,perfuming,4-methylphenyl acetate
amyl isobutyrate,2445-72-9,perfuming,amyl isobutyrate
ocimum americanum leaf oil,91845-26-0; 1193393-25-7,masking; perfuming,ocimum americanum leaf oil
anethum sowa seed oil,84775-84-8,perfuming,anethum sowa seed oil
benzalkonium chloride,63449-41-2 / 68391-01-5 / 68424-85-1 / 85409-22-9,antimicrobial; antistatic; deodorant; preservative; surfactant,benzalkonium chloride
lavandula hybrida abrial herb extract,93455-96-0,perfuming,lavandula hybrida abrial herb extract
d-trimethyl-3-cyclohexene-1-methanol,7785-53-7,perfuming,alpha-terpineol
hydroxy oxobenzoxathiol,,astringent,hydroxy oxobenzoxathiol
methyl methylundecylidene-aminobenzoate,67800-80-0,perfuming,"benzoic acid, 2-((2-methylundecylidene)amino)-, methyl ester"
methylbicycloheptylpropyl acetate,94201-28-2,perfuming,1-(3-methylbicyclo[2.2.1]hept-2-yl)propyl acetate
dihydrogeranyl tiglate,24717-85-9,perfuming,"2-butenoic acid, 2-methyl-, 3,7-dimethyl-6-octenyl ester, (2e)-"
p-cresyl methylether,104-93-8,perfuming,4-methylanisole
pisum sativum phytoplacenta extract,,antimicrobial; antioxidant; humectant; skin-conditioning; skin-protecting,pisum sativum phytoplacenta extract
2-tert-butyl-5-methylanisole,88-40-4,perfuming,6-tert-butyl-3-methylanisole
ocimum canum herb extract,90082-13-6,perfuming,ocimum canum herb extract
citrus grandis seed extract,90045-43-5 / 8016-20-4,astringent; perfuming; skin-conditioning; tonic,citrus grandis seed extract
rose ketone-4,23696-85-7,perfuming,damascenone
narcissus poeticus flower extract,90064-26-9,perfuming; tonic,narcissus poeticus flower extract
trimethyltricyclododecanol,472-97-9,perfuming,beta-caryophyllene alcohol
cedrus atlantica bark water,92201-55-3,perfuming; skin-conditioning,cedrus atlantica bark water
isopropyl-methyl-pyranone,50405-95-3,perfuming,"2h-pyran-2-one, 4-methyl-6-(1-methylethyl)-"
quercus infectoria fruit extract,93165-57-2,antioxidant; astringent; tonic,quercus infectoria fruit extract
allyl 3‚5,71500-37-3,perfuming,"allyl 3,5,5-trimethylhexanoate"
3-ethylphenol,620-17-7,perfuming,3-ethylphenol
boronia megastigma flower oil,91771-36-7,perfuming,boronia megastigma flower oil
nicotinaldehyde,500-22-1,antimicrobial,3-pyridinecarboxaldehyde
cinnamomum camphora linalooliferum root extract,91745-89-0,perfuming,cinnamomum camphora linalooliferum root extract
geranyl crotonate,56172-46-4,perfuming,"3,7-dimethylocta-2,6-dienyl but-2-enoate"
citronellyl isobutyrate,97-89-2,perfuming,citronellyl isobutyrate
disodium tetrahydroxy ethyldisulfate,1523084-42-5,antimicrobial,disodium tetrahydroxy ethyldisulfate
ethyltrimethyl-3-cyclopenten-1-acetate,81907-73-5,perfuming,"ethyl 2-[(1s)-2,2,3-trimethylcyclopent-3-en-1-yl]acetate"
piroctone olamine,68890-66-4,preservative,piroctone olamine
quaternium-15,4080-31-3 / 51229-78-8,preservative,quaternium-15
kluyveromyces/lactobacillus/artemisia princeps leaf oil ferment filtrate,,antimicrobial; antioxidant; astringent; bleaching; hair-conditioning; masking; skin-conditioning,kluyveromyces/lactobacillus/artemisia princeps leaf oil ferment filtrate
tricyclodecane-4‚8-dimethanol,26896-48-0,perfuming,"acetic acid 1,7,7-trimethyl-bicyclo(2.2.1)hept-2-yl ester"
aloe species resin,84837-08-1,perfuming,aloe species resin
hexahydro-tetramethylmethanonaphthalen-8-one,29461-13-0,perfuming,"(2alpha,4aalpha,8beta)-hexahydro-1,1,5,5-tetramethyl-2h-2,4a-methanonaphthalen-8(5h)-one"
ethyl cinnamate,103-36-6,perfuming; uv-absorber,ethyl 3-phenylprop-2-enoate
pyrus sorbus bud extract,90131-20-7,astringent; skin-conditioning,pyrus sorbus bud extract
2-methyl-3-buten-2-ol,115-18-4,perfuming,2-methyl-3-buten-2-ol
cinnamomum camphora phytoplacenta extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,cinnamomum camphora phytoplacenta extract
mentha cardiaca herb extract,91770-24-0,perfuming,mentha cardiaca herb extract
saccharomyces/rubus arcticus callus lysate ferment extract filtrate,,antimicrobial; antioxidant; emollient; hair-conditioning; humectant; skin-protecting,saccharomyces/rubus arcticus callus lysate ferment extract filtrate
viola mandshurica flower extract,,antioxidant; astringent,viola mandshurica flower extract
perillyl alcohol,536-59-4,antimicrobial; antioxidant; masking; perfuming; skin-protecting,perillyl alcohol
2-t-butylcyclohexyl acetate,88-41-5,masking; perfuming,2-tert-butylcyclohexyl acetate
mimosa pudica flower water,92201-96-2,flavouring; masking; perfuming; skin-conditioning,mimosa pudica flower water
citrus junos fruit oil,,flavouring; masking; perfuming,citrus junos fruit oil
ethyl p-cresylcarbonate,22719-81-9,perfuming,p-tolyl ethyl carbonate
phenyl mercuric benzoate,94-43-9,preservative,"2,4,8,10-tetramethyl-3,9-dioxapentacyclo[6.4.0.02,7.04,11.05,10]dodecan-6-ol"
ilex paraguariensis leaf extract,73296-98-7,hair-conditioning; perfuming; skin-conditioning,ilex paraguariensis leaf extract
hexahydro-methanoindenyl formate,68683-22-7,perfuming,"4,7-methano-1h-indenol, 3a,4,5,6,7,7a-hexahydro-, formate"
methyl pyrazinyl ketone,22047-25-2,perfuming,acetylpyrazine
ammonium persulfate,7727-54-0,bleaching; oxidising,ammonium persulfate
beta-caryophyllene,87-44-5,masking; perfuming; skin-conditioning,"(1r,9s)-4,11,11-trimethyl-8-methylene-bicyclo[7.2.0]undec-4-ene"
pvp-hydrogen peroxide,135927-36-5,astringent; oral-care; oxidising,pvp-hydrogen peroxide
sodium trichloroacetate,650-51-1,antimicrobial,trichloroacetic acid
pentamethyl-2-heptanol,87118-95-4,perfuming,"2-heptanol, 3,4,5,6,6-pentamethyl-"
soytrimonium chloride,61790-41-8,antistatic; emulsifying; hair-conditioning; preservative; surfactant,soytrimonium chloride
icariside ii,113558-15-9,antioxidant; bleaching; emollient; skin-conditioning; skin-protecting,icariside ii
hexadec-7-en-16-olide,123-69-3,perfuming,1-oxacycloheptadec-8-en-2-one
tea-sorbate,,antimicrobial; preservative,tea-sorbate
dihydrocitronellyl acetate,20780-49-8,perfuming,"1-octanol, 3,7-dimethyl-, 1-acetate"
litsea cubeba fruit oil,68855-99-2 / 90063-59-5,masking; perfuming; tonic,litsea cubeba fruit oil
polyquaternium-42,,antimicrobial,polyquaternium-42
decyloxyacetaldehyde,72894-07-6,perfuming,"acetaldehyde, (decyloxy)-"
evernia prunastri extract,90028-68-5 / 9000-50-4 / 68917-10-2,perfuming,evernia prunastri extract
c12-15 alkyl benzoate,68411-27-8,antimicrobial; emollient; skin-conditioning,dodecyl benzoate
cyclotetradecanone,3603-99-4,perfuming,3-(trifluoromethyl)benzylic alcohol
lolium perenne fruit oil,90063-63-1,perfuming,lolium perenne fruit oil
phytosteryl rice branate,,astringent; emollient; hair-conditioning; humectant; skin-protecting,phytosteryl rice branate
adamantanyl trihydroxybenzamide,,antioxidant; bleaching; skin-protecting,adamantanyl trihydroxybenzamide
isodon inflexus branch/leaf extract,,bleaching,isodon inflexus branch/leaf extract
butyl undecenoate,109-42-2,perfuming,butyl 10-undecenoate
camellia sinensis leaf polysaccharide,,antimicrobial; antioxidant; astringent,camellia sinensis leaf polysaccharide
isononyl alcohol,27458-94-2,perfuming,isononanol
nicotinoyl sh-pentapeptide-4,,bleaching; humectant; skin-conditioning; skin-protecting,nicotinoyl sh-pentapeptide-4
pinus cembra twig leaf oil,92202-04-5,perfuming,pinus cembra twig leaf oil
citronellal dimethyl acetal,923-69-3,perfuming,"2-octene, 8,8-dimethoxy-2,6-dimethyl-"
2-o-cresylethanol,19819-98-8,perfuming,2-methylphenethyl alcohol
undecyl rhamnoside,,antiseborrhoeic,undecyl rhamnoside
pyridoxine salicylate,,antioxidant; astringent; skin-conditioning,pyridoxine salicylate
ethyl o-anisate,7335-26-4,perfuming,ethyl 2-methoxybenzoate
anisole,100-66-3,perfuming,anisole
pelargonium roseum leaf extract,90082-55-6,perfuming,pelargonium roseum leaf extract
kazachstania/citrus junos fruit extract ferment filtrate,,bleaching; skin-conditioning,kazachstania/citrus junos fruit extract ferment filtrate
heptylidene diacetate,56438-09-6,perfuming,"1,1-heptanediol, 1,1-diacetate"
