inci_name,cas_no,function,substance
MYCOSPORINE GLYCINE,65318-21-0,antimicrobial; antioxidant; hair-conditioning; skin-protecting; stabilising,
ALLYLDIMETHOXYPHENETOLE,68213-85-4,perfuming,
RESACETOPHENONE,89-84-9,antioxidant; bleaching; skin-conditioning,
METHYL PHENETHYL ETHER,3558-60-9,perfuming,
VERONICA OFFICINALIS FLOWER/LEAF/STEM EXTRACT,85117-19-7,astringent; skin-conditioning,
PAEONIA LACTIFLORA PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; skin-conditioning; skin-protecting,
DELTA-HEXALACTONE,823-22-3,perfuming,
SCENTENAL,86803-90-9,perfuming,
POTASSIUM PARABEN,16782-08-4,preservative,
CITRUS SINENSIS VALENCIA PEEL EXTRACT,97766-30-8,perfuming,
CHAMOMILLA RECUTITA FLOWER/LEAF EXTRACT,84082-60-0,antimicrobial,
ETHYL ETHYLHEXANOATE,2983-37-1,perfuming,
DIETHYLQUINOLINE,68228-10-4,perfuming,
ALLYL TRIMETHYLHEXANOATE,68132-80-9,perfuming,
CITRUS BERGAMIA LEAF OIL,89957-91-5,perfuming,
PHENYLPENTANOL,10521-91-2,perfuming,
METHYL-METHYLPENTENYLCYCLOHEXENE-1-CARBALDEHYDE,52474-60-9,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/ACANTHOPANAX KOREANUM BARK/STEM OIL FERMENT FILTRATE,,antioxidant; astringent; skin-conditioning; skin-protecting,
TETRAMETHYLBUTYL DIHYDROXYBENZAMIDE,,antioxidant; bleaching; skin-protecting,
BACILLUS/MORUS ALBA LEAF/SOYBEAN SEED FERMENT FILTRATE,,antimicrobial; antioxidant; antiseborrhoeic; emollient,
AMYLFURAN,3777-69-3,perfuming,
CITRUS HYSTRIX LEAF OIL,91771-50-5,perfuming,
AESCULUS HIPPOCASTANUM BARK EXTRACT,8053-39-2,astringent; skin-conditioning; tonic,
RICINOLEAMIDOPROPYLTRIMONIUM METHOSULFATE,85508-38-9,antimicrobial; antistatic; hair-conditioning,
ISOPROPYL-HYDROXYCYCLOHEXENE-ETHANOL,73360-66-4,perfuming,
TRANS-ISOOCIMENOL,18675-17-7,perfuming,
LACTOBACILLUS/RADISH ROOT FERMENT FILTRATE,,antimicrobial; hair-conditioning; skin-conditioning,
SILVER BOROSILICATE,,antimicrobial; skin-conditioning,
BICYCLOHEPTENYLETHANONE OXIME,65416-21-9,perfuming,
ALCLOXA,1317-25-5,antimicrobial; astringent,
DIMETHYLHYDROQUINONE,150-78-7,perfuming,
DIBROMOHEXAMIDINE ISETHIONATE,93856-83-8,preservative,
HYDROXYETHYL ISOBUTYL PIPERIDINE CARBOXYLATE,119515-38-7,antimicrobial,
TRIMETHYL-3-METHYLVINYL-4-VINYLCYCLOHEXYLMETHYL ACETATE,84434-64-0,perfuming,
EUPHORBIA SUPINA STEM EXTRACT,,antimicrobial; antioxidant; astringent; hair-conditioning,
DIHYDROCARVONE,7764-50-3,perfuming,
BUTYL OCTANOATE,589-75-3,perfuming,
ISONONANAL,35127-50-5,perfuming,
PHENETHYL BUTYRATE,103-52-6,perfuming,
HEXADECENYL OLEYLSUCCINAMIDE,,bleaching; emollient; humectant; skin-conditioning; skin-protecting,
LYCIUM CHINENSE FRUIT WATER,,flavouring; masking; perfuming; skin-conditioning,
VALERALDEHYDE HEXYLENEGLYCOL ACETAL,54546-26-8,perfuming,
VITIS VINIFERA FRUIT JUICE FERMENT LEES OIL,,masking; perfuming,
JUNIPERUS VIRGINIANA EXTRACT ACETYLATED-HYDROGENATED,94279-82-0,perfuming,
ALCHEMILLA VULGARIS LEAF EXTRACT,84695-94-3,antioxidant; astringent; skin-conditioning,
CIS-3-HEXENYL BENZOATE,25152-85-6,perfuming,
VIBURNUM OPULUS BARK EXTRACT,90131-98-9,astringent; skin-conditioning,
METHYL PHENYLPROPIONATE,103-25-3,perfuming,
SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) LEAF EXTRACT FERMENT FILTRATE,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
HEXYL FORMATE,629-33-4,perfuming,
HIBISCUS ABELMOSCHUS FLOWER/SEED WATER,84455-19-6,flavouring; masking; perfuming; skin-conditioning,
OLIGOPEPTIDE-99 AMIDE,,antimicrobial; antioxidant; antiseborrhoeic; skin-protecting,
BENZOTRIAZOLE,95-14-7,antimicrobial,
2-PHENYLPROPYLPYRIDINE,2110-18-1,perfuming,
CIS-3-HEXENYL METHYL CARBONATE,67633-96-9,perfuming,
ACETYLCEDRENE,32388-55-9,perfuming,
TRIDECANE,629-50-5,perfuming,
CITRONELLYL ETHYL ETHER,69929-16-4,perfuming,
1-METHYL-4-METHYLETHENYL-CYCLOHEXENE SULFURIZED,68921-26-6,perfuming,
PHENYLPARABEN,17696-62-7,antimicrobial,
HOUTTUYNIA CORDATA FLOWER/LEAF/STEM WATER,164288-50-0,antimicrobial; antioxidant; skin-conditioning,
ALLYL PHENOXYACETATE,7493-74-5,perfuming,
GADUS MORRHUA LIVER OIL,8001-69-2,perfuming,
3-METHYL-3-OCTYL ACETATE,66008-65-9,perfuming,
HAMAMELIS VIRGINIANA FLOWER WATER,84696-19-5,astringent; hair-conditioning; skin-conditioning; soothing,
DIPHENYLMETHYL PIPERAZINYLBENZIMIDAZOLE,65215-54-5,antimicrobial; uv-absorber,
BRASSOCATTLEYA MARCELLA KOSS LEAF/STEM EXTRACT,,bleaching; emollient; skin-conditioning; skin-protecting,
TRANS-2-PHENYLPROPENYL ACETATE,37973-51-6,perfuming,
ULMUS CAMPESTRIS BARK EXTRACT,,astringent; skin-conditioning,
METHOXYPHENYLBUTANONE,104-20-1,perfuming,
CAPRYLIC ACID,124-07-2,cleansing; emulsifying; masking; perfuming; surfactant,
4-METHYL-1-PHENYL-2-PENTANOL,7779-78-4,perfuming,
4-TERT-BUTYLCYCLOHEXANE CARBALDEHYDE,20691-52-5,perfuming,
PRINSEPIA UTILIS SEED EXTRACT,,astringent; hair-conditioning; skin-conditioning,
HYDROLYZED GRAPE CALLUS EXTRACT,,antimicrobial; antioxidant; emollient; hair-conditioning; skin-conditioning,
OCTAHYDRO-3‚8-DIMETHYLAZULEN-5-YLPROPAN-2-OL,489-86-1,perfuming,
AMYL OCTANOATE,638-25-5,perfuming,
CUPRESSUS SEMPERVIRENS BARK EXTRACT,84696-07-1,astringent; perfuming,
METHYLCHLOROISOTHIAZOLINONE,26172-55-4,preservative,
TRICHOLOMA MAGNIVELARE EXTRACT,,antimicrobial; antioxidant; humectant; skin-conditioning; skin-protecting,
TRIETHYLHEXANOIN,7360-38-5,hair-conditioning; masking; perfuming; skin-conditioning,
POTASSIUM UNDECYLENATE,6159-41-7,cleansing; emulsifying; preservative,
PRUNUS SPINOSA WOOD EXTRACT,90105-94-5,antioxidant; astringent,
STEAROPTENES,1406-57-1,perfuming,
TRIMETHYL-2-CYCLOHEXENYL-3-PENTANONE/2-PROPYNOL,68611-23-4,perfuming,
O-ANISALDEHYDE,135-02-4,perfuming,
URSOLIC ACID,77-52-1,masking; perfuming; skin-conditioning,
MENTHA PIPERITA AMERICAN HERB EXTRACT,98306-02-6,perfuming,
ISOAMYL TIGLATE,10482-55-0 / 41519-18-0,perfuming,
HYDROLYZED SOYBEAN CALLUS EXTRACT,,bleaching; emollient; skin-conditioning,
DIDEHYDROMENTHANE,29350-67-2,perfuming,
SACCHAROMYCES/SERICTERIUM EXTRACT/SODIUM BICARBONATE FERMENT FILTRATE,,astringent; emollient; hair-conditioning; skin-conditioning,
PAEONIA LACTIFLORA ROOT WATER,,masking; perfuming,
ALLYL PROPIONATE,2408-20-0,perfuming,
NERYL ISOBUTYRATE,2345-24-6,perfuming,
NICOTIANA TABACUM FLOWER EXTRACT,84961-66-0,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/PLUMERIA ALBA FLOWER OIL FERMENT FILTRATE,,antimicrobial; antioxidant,
PIPERITONE,89-81-6,perfuming,
ABIES BALSAMEA NEEDLE OIL,85085-34-3,masking; perfuming,
PINUS PALUSTRIS TWIG LEAF OIL,97435-14-8 / 8002-09-3,perfuming,
DIAZOLIDINYL UREA,78491-02-8,preservative,
L-ALPHA-PINENE,7785-26-4,perfuming,
CARTHAMUS TINCTORIUS FLOWER/VITIS VINIFERA FRUIT/(CAMELIA SINENSIS/DIOSPYROS KAKI) LEAF/POLYGONUM CUSPIDATUM ROOT/CASTANEA CRENATA SHELL/COFFEA ARABICA SEED WATER,,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,
HYDROLYZED PASSIFLORA ALATA FRUIT,,astringent; skin-protecting,
SCHISANDRIN,7432-28-2,bleaching,
P-ISOPROPYLPHENOL,99-89-8,perfuming,
NERYL PROPIONATE,105-91-9,perfuming,
PROROCENTRUM MINIMUM CELL EXTRACT,,antimicrobial; hair-conditioning; humectant; skin-conditioning; skin-protecting,
PSIDIUM GUAJAVA FRUIT EXTRACT,91770-12-6,astringent; skin-conditioning,
ACACIA FARNESIANA FLOWER EXTRACT,89958-31-6,perfuming,
COLLOIDAL SILVER,7440-22-4,antimicrobial,
LINALYL ISOBUTYRATE,78-35-3,perfuming,
ASPERGILLUS/ALCOHOL/RICE LEES FERMENT POWDER,,bleaching; humectant; skin-conditioning,
FERULIC ACID,1135-24-6,antimicrobial,
AMMONIUM LACTATE,515-98-0,buffering; humectant; keratolytic; skin-conditioning,
P-CRESYL 3-OXO-3-PHENYLPROPIONATE,67801-43-8,perfuming,
CITRUS NOBILIS FRUIT JUICE,84929-38-4,astringent,
IRIS FLORENTINA FLOWER WATER,90045-89-9,flavouring; masking; perfuming; skin-conditioning,
HOMOGERANYL PYRIDINE,38462-23-6,perfuming,
THYMUS CAPITATUS HERB EXTRACT,90131-59-2,perfuming,
METHYL-METHYLPROPENYLOCTENONE,67801-40-5,perfuming,
ISOAMYL HEXANOATE,2198-61-0,perfuming,
CAULERPA RACEMOSA EXTRACT,,astringent; hair-conditioning; nail-conditioning; skin-conditioning,
SODIUM IODIDE,7681-82-5,antimicrobial,
ALUMINUM IRON CALCIUM MAGNESIUM GERMANIUM SILICATES,,antimicrobial; antioxidant,
RED RICE VINEGAR,,astringent,
CIS-3-HEXENYL ISOBUTYRATE,41519-23-7,perfuming,
TORREYA NUCIFERA LEAF OIL,,antimicrobial,
2-MELOZOL FORMATE,64644-32-2,perfuming,
BACILLUS/ROSEMARY LEAF/SOYBEAN FERMENT EXTRACT FILTRATE,,antimicrobial; emollient; humectant; skin-conditioning; skin-protecting,
CETRIMONIUM SACCHARINATE,2478-29-7,antimicrobial; antistatic; hair-conditioning,
ISOPROPYL-TETRAMETHYL-DIOXANE,61920-45-4,perfuming,
PHENETHYL FORMATE,104-62-1,perfuming,
DELTA-UNDECALACTONE,710-04-3,perfuming,
CAPRIC ACID,334-48-5,cleansing; emulsifying; masking; perfuming; surfactant,
PHENYLETHYLPYRIDINE,2116-62-3,perfuming,
2-METHYLDODECANAL,37596-36-4,perfuming,
THIOCTOYL PENTAPEPTIDE-4,,antioxidant; bleaching; hair-conditioning; skin-protecting,
CIS-4-HEPTENAL,6728-31-0,perfuming,
TRIMETHYLBENZENEPROPANOL,103694-68-4,masking; perfuming,
BACILLUS/MONASCUS/RICE BRAN/TAGETES ERECTA SPROUT FERMENT FILTRATE,,antioxidant; antiseborrhoeic; hair-conditioning,
CITRONELLOL,106-22-9 / 26489-01-0 / 7540-51-4 / 1117-61-9,perfuming,
AEOLLANTHUS SUAVEOLENS LEAF OIL,,antimicrobial; flavouring; masking,
AMBREIN,473-03-0,perfuming,
2-METHYL-3-P-CRESYL-PROPIONALDEHYDE,41496-43-9,perfuming,
METHYLMETHIONINE,4727-40-6,astringent; emollient; oral-care; skin-conditioning; skin-protecting,
ETHYL 5‚5,60234-72-2,perfuming,
PAEONIA SUFFRUTICOSA CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
TRANS-3-HEPTENYL ACETATE,1576-77-8,perfuming,
BUTYL ISOVALERATE,109-19-3,perfuming,
TRIDECAN-2-ONE,593-08-8,perfuming,
MENTHYL ISOVALERATE,16409-46-4,perfuming,
SPILANTHES ACMELLA FLOWER/LEAF/STEM EXTRACT,90131-24-1,antimicrobial,
CINNAMYL BUTYRATE,103-61-7,perfuming,
7-METHYL-3-METHYLENEOCT-6-ENAL,55050-40-3,perfuming,
BENZALDEHYDE DIMETHYLACETAL,1125-88-8,perfuming,
METHYLBENZYL CARBINYL ACETATE,2114-33-2,perfuming,
OCTAHYDRO-TETRAMETHYL-METHANOAZULENONE,14727-47-0,perfuming,
DIHYDROGERANYL ISOVALERATE,68922-10-1,perfuming,
METHYL CAPRYLATE,111-11-5,emollient; perfuming; skin-conditioning,
SAPONARIA OFFICINALIS LEAF EXTRACT,84775-97-3,antimicrobial; cleansing,
KUNZEA ERICOIDES LEAF EXTRACT,,antioxidant; hair-conditioning; masking; perfuming; skin-conditioning,
CAPSICUM ANNUUM FRUIT EXTRACT,84625-29-6,antidandruff; antimicrobial; antioxidant; astringent; hair-conditioning; skin-protecting,
BUTYL BUTYRATE,109-21-7,perfuming,
4-METHYL-2-PHENYL-2-PENTENAL,26643-91-4,perfuming,
CASTOR OIL BENZOATE,225927-34-4,antimicrobial; emollient; skin-conditioning,
P-TERT-BUTYLPHENYL ACETATE,3056-64-2,perfuming,
CIS-3-HEXENYL SALICYLATE,65405-77-8,perfuming,
EUCALYPTUS ACMENOIDES LEAF EXTRACT,,antioxidant; astringent; hair-conditioning; masking; skin-conditioning,
PRUNUS MUME SEED POWDER,,abrasive; absorbent; antimicrobial,
CETETHYL MORPHOLINIUM ETHOSULFATE,78-21-7,antimicrobial; antistatic; emulsifying; hair-conditioning; surfactant,
7-HYDROXY-3‚7-DIMETHYL-OCTANAL DISTILLATES,68909-04-6,perfuming,
BETA-SANTALENE,511-59-1,perfuming,
SODIUM ANISATE,536-45-8,antimicrobial; flavouring,
TOLUALDEHYDE ISOMERS,1334-78-7,perfuming,
2-METHOXY-P-CRESOL,93-51-6,perfuming,
ETHYL TETRAMETHYLCYCLOHEX-2-ENECARBOXYLATE,77851-07-1,perfuming,
2‚4-DIMETHYL-3-CYCLOHEXENE-1-METHYLACETATE,67634-26-8,perfuming,
SD ALCOHOL 36,,astringent; solvent; viscosity-controlling,
DIBUTYL MALEATE,105-76-0,perfuming,
D-PULEGONE,89-82-7,perfuming,
ARGANIA SPINOSA CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,
NONAPEPTIDE-27 AMIDE,,antiseborrhoeic; skin-conditioning; skin-protecting,
JUNIPERUS MEXICANA WOOD EXTRACT ACETYLATED,91053-31-5,perfuming,
NEOHESPERIDIN DIHYDROCHALCONE,20702-77-6,flavouring; masking; perfuming,
SODIUM ALUMINUM CHLOROHYDROXY LACTATE,97660-24-7 / 8038-93-5,antiperspirant; astringent; deodorant,
(ASPERGILLUS/SACCHAROMYCES)/RICE FERMENT/BARLEY GRAIN MEAL/NELUMBO NUCIFERA FLOWER EXTRACT FERMENT EXTRACT FILTRATE,,bleaching,
VACCINIUM ANGUSTIFOLIUM FRUIT JUICE,,astringent; skin-conditioning,
COIX LACRYMA-JOBI MA-YUEN SEED/PUERARIA LOBATA ROOT/GANODERMA LUCIDUM EXTRACT,,astringent; deodorant; flavouring; humectant,
ISOOCTANAL DIETHYL ACETAL,69178-43-4,perfuming,
MADROX,37514-30-0,perfuming,
PINUS MUGO TWIG LEAF EXTRACT,90082-72-7,perfuming,
LINALOOL OXIDE,1365-19-1 / 60047-17-8,perfuming,
HYDROGENATED TALLOWALKONIUM CHLORIDE,61789-72-8,antistatic; hair-conditioning; preservative,
EPIGALLOCATECHIN GALLATE SAFFLOWERATE,,antimicrobial,
TETRAMETHYL-3-CYCLOPENTENEBUTANOL,72089-08-8,perfuming,
METHOXY PEG-45 THIOCTATE,,antioxidant; bleaching; skin-conditioning,
ISOPROPYL-METHYLOXEPANONE,499-54-7,perfuming,
MYRISTALDEHYDE,124-25-4,perfuming,
GAMMA-DECALACTONE,706-14-9,perfuming,
HIEROCHLOE ALPINA HERB EXTRACT,92128-62-6,perfuming,
CIS-8-METHYL-1-OXASPIRODECANONE,91069-37-3,perfuming,
2-DECENAL,3913-71-1 / 3913-81-3,perfuming,
ANGELICA ARCHANGELICA ROOT EXTRACT,84775-41-7,masking; perfuming; skin-conditioning,
ISOPROPOXYETHYL-BENZENE,68039-47-4,perfuming,
MYRCENE,123-35-3,perfuming,
RIBES NIGRUM LEAF EXTRACT,68606-81-5,perfuming; skin-conditioning,
PINUS PUMILIO BARK EXTRACT,97676-05-6,perfuming; tonic,
USNIC ACID,125-46-2,antimicrobial,
METHYLPHENYL-1‚3-DIOXANOL,4757-23-7,perfuming,
DL-1-PHENYLPENTAN-2-OL,705-73-7,perfuming,
METHYLPENTENYLCYCLOHEXENE CARBALDEHYDE,52475-89-5,perfuming,
ETHYLPARABEN,120-47-8,preservative,
PERILLALDEHYDE,2111-75-3,masking; perfuming; skin-conditioning,
PYRUS MALUS ROOT BARK POWDER,85251-63-4,bleaching,
3-ETHYLCYCLOPENTANE-1‚2-DIONE,13494-08-1,perfuming,
DIMETHYLCYCLOHEXENYL TERT-BUTYL KETONE,69929-17-5,perfuming,
PLATYCARYA STROBILACEA BRANCH EXTRACT,,antioxidant; astringent; emollient; hair-conditioning,
EPHEDRA SINICA WATER,85940-38-1,flavouring; masking; perfuming; skin-conditioning,
PINUS DENSIFLORA LEAF POWDER,,antimicrobial,
SODIUM PARABEN,114-63-6 / 85080-04-2,preservative,
MERCAPTOISOPROPYL-5-METHYLCYCLOHEXANONE,38462-22-5,perfuming,
SILVER OXIDE,20667-12-3,antimicrobial,
4-ETHYLOCTANOIC ACID,16493-80-4,perfuming,
CASTOR OIL HYDROGENATED ETHOXYLATED,61788-85-0,perfuming,
HEXANEDIOL/PEG-2 COCOMONIUM CHLORIDE/TDI COPOLYMER,,antimicrobial; antistatic; deodorant; skin-protecting,
PAPENFUSSIELLA KUROMO EXTRACT,,antioxidant; preservative,
FUSANUS SPICATUS WOOD EXTRACT,,antiseborrhoeic; astringent; skin-conditioning,
HEXYL CROTONATE,19089-92-0,perfuming,
DIMETHYLBENZYL CARBINYL PROPIONATE,67785-77-7,perfuming,
OCTAHYDRO-METHOXY-TETRAMETHYL-METHANOAZULENE,67874-81-1,perfuming,
CINNAMALDEHYDE/METHYL ANTHRANILATE SCHIFF BASE,94386-48-8,perfuming,
6-ETHYLIDENEOCTAHYDRO-5‚8-METHANO-2H-BENZO-1-PYRAN,93939-86-7,perfuming,
POTASSIUM METHYLPARABEN,26112-07-2,preservative,
2-P-CRESYLETHANOL,699-02-5,perfuming,
DIMETHYLBICYCLO-8-OCTANONE OXIME,75147-23-8,perfuming,
DENDROPANAX MORBIFERUS STEM SAP,,antimicrobial; antiseborrhoeic; hair-conditioning; skin-conditioning,
AMYRIS BALSAMIFERA BARK OIL,8015-65-4 / 90320-49-3,masking; perfuming,
LINALYL ISOVALERRATE,1118-27-0,perfuming,
HEXYL ALCOHOL,111-27-3,antifoaming; hydrotrope; perfuming; solvent; surfactant,
ABIES HOMOLEPIS LEAF EXTRACT,,astringent; humectant,
SD ALCOHOL 27-B,,astringent; solvent; viscosity-controlling,
PICRASMA EXCELSA WOOD EXTRACT,84961-54-6,astringent; skin-conditioning,
KLUYVEROMYCES/LACTOBACILLUS/APRICOT KERNEL FERMENT OIL FILTRATE,,antioxidant; bleaching; skin-conditioning; skin-protecting,
HELICHRYSUM ANGUSTIFOLIUM FLOWER EXTRACT,90045-56-0,masking; perfuming,
TETRAHYDRO-6-PENT-2-ENYL-PYRAN-2-ONE,34686-71-0,perfuming,
TRIMETHYLTRICYCLODODECANYL FORMATE,58096-46-1,perfuming,
JUNIPERUS COMMUNIS SPROUT EXTRACT,84603-69-0,antidandruff; antimicrobial; antioxidant; masking,
LACTOBACILLUS/CAMELLIA SINENSIS CATECHINS/GELIDIUM CRINALE/LAMINARIA JAPONICA/MONOSTROMA NITIDUM/RESVERATROL FERMENT FITRATE,,antioxidant; antiseborrhoeic; skin-conditioning; uv-filter,
SCHINUS TEREBINTHIFOLIA FRUIT OIL,,antimicrobial; masking,
TAGETES ERECTA FLOWER OIL,90131-43-4 / 8016-84-0,masking; perfuming,
PHALAENOPSIS LOBBII EXTRACT,,bleaching,
KLUYVEROMYCES/LACTOBACILLUS/LYCIUM CHINENSE FRUIT OIL FERMENT FILTRATE,,antioxidant; astringent; bleaching; hair-conditioning; skin-conditioning; skin-protecting,
ACANTHOPANAX SENTICOSUS ROOT WATER,84696-12-8,antimicrobial; antioxidant; hair-conditioning; skin-conditioning,
DIETHYL CAPRYLAMIDE,996-97-4,masking; perfuming,
3-(O-ETHYLPHENYL)-2‚2-DIMETHYLPROPIONALDEHYDE,67634-14-4,perfuming,
ETHYL UNDECYLENATE,692-86-4,perfuming; skin-conditioning,
7-METHOXY-3‚7-DIMETHYLOCT-1-ENE,53767-86-5,perfuming,
PICRASMA QUASSIOIDES FRUIT EXTRACT,94167-08-5,antimicrobial; skin-conditioning,
BACILLUS/CITRUS UNSHIU PEEL EXTRACT FERMENT FILTRATE,,antimicrobial; emollient,
ZINC PYRITHIONE,13463-41-7,antidandruff; antiseborrhoeic; hair-conditioning; preservative,
AUREOBASIDIUM PULLULANS/MAGNOLIA SIEBOLDII BRANCH EXTRACT FERMENT FILTRATE,,bleaching,
CHLORELLA PYRENOIDOSA/SOROKINIANA EXTRACT,,antioxidant; bleaching; skin-conditioning; skin-protecting,
P-CRESYL OCTANOATE,59558-23-5,perfuming,
P,1195-32-0,perfuming,
OCTANAL/METHYL ANTHRANILATE SCHIFF BASE,67801-44-9,perfuming,
BEHENYL BENZOATE,103403-38-9,antimicrobial; emollient; skin-conditioning,
ATRACTYLODES JAPONICA ROOT OIL,,bleaching,
TRIMETHYL-3-CYCLOHEXENE-1-METHANETHIOL,71159-90-5,perfuming,
COCOTRIMONIUM CHLORIDE,61789-18-2,antimicrobial; antistatic; preservative; surfactant,
PINUS DENSIFLORA LEAF/SUGAR FERMENT FILTRATE,,antidandruff; antimicrobial; antioxidant; oral-care; skin-conditioning,
CURCUMA WENYUJIN/CURCUMA KWANGSIENSIS RHIZOME EXTRACT,,antiseborrhoeic,
RADIUM ORE POWDER,,abrasive; antimicrobial; antioxidant; humectant; preservative,
SPHACELARIA SCOPARIA EXTRACT,,antimicrobial,
HYDROXYETHYL PHENOXYACETATE,1984-60-7,perfuming,
CAPPARIS MOONII FRUIT EXTRACT,93333-84-7,antimicrobial; antioxidant,
SHIKIMOYL NONAPEPTIDE-11,,antioxidant; antiseborrhoeic; skin-protecting,
CHLORAMINE T,127-65-1,antimicrobial,
ZANTHOXYLUM PIPERITUM PEEL EXTRACT,97404-53-0,antimicrobial,
2-ACETONAPHTHONE,93-08-3,masking; perfuming,
CINNAMONITRILE,4360-47-8 / 1885-38-7,perfuming,
OXACYCLOHEPTADEC-10-EN-2-ONE,28645-51-4,perfuming,
LAVANDULA HYBRIDA BARREME HERB EXTRACT,93685-88-2,perfuming,
ZINC PHENOLSULFONATE,127-82-2,antimicrobial; astringent; deodorant,
SILVER/TITANIUM CARBIDE,,antimicrobial; antiplaque; deodorant; oral-care,
KRAMERIA CISTOIDES ROOT EXTRACT,94334-53-9,perfuming,
METHYL METHYLBUTYRATE,868-57-5,perfuming,
IMIDAZOLIDINYL UREA,39236-46-9,preservative,
POLYGLYCERIN-40,25618-55-7,antimicrobial; humectant,
HEXYL NEOPENTANOATE,5434-57-1,perfuming,
HYDROLYZED FISH EGG SHELL EXTRACT,,antiseborrhoeic; bleaching; skin-conditioning,
NEROL,106-25-2,perfuming,
PELARGONIUM CRISPUM LEAF OIL,90082-46-5,perfuming,
METHYLCYCLOHEXENYLPROPYL-CYCLOPENTANONE,95962-14-4,perfuming,
GAMMA-METHYLCINNAMYL ACETATE,20883-16-3,perfuming,
FERULA ASSAFETIDA GUM OIL,90028-70-9,perfuming,
POTASSIUM IODIDE,7681-11-0,antimicrobial,
SOLEIROLIA SOLEIROLII EXTRACT,,antioxidant; astringent; emollient; skin-conditioning; skin-protecting,
SAPOSHNIKOVIA DIVARICATA ROOT EXTRACT,,antimicrobial,
4-PHENYLPROPYLPYRIDINE,2057-49-0,perfuming,
PHENYLACETALDEHYDE GLYCERYL 1‚2-CYCLIC ACETAL,5694-72-4,perfuming,
ERICA ARBOREA ROOT EXTRACT,90028-36-7,perfuming,
TRANS-2-HEXENYL VALERATE,56922-74-8,perfuming,
DEDM HYDANTOIN DILAURATE,,antimicrobial,
TURPENTINE,8006-64-2 / 9005-90-7 / 8052-14-0,perfuming,
BAMBUSA VULGARIS SHOOT EXTRACT,91771-33-4,antioxidant; astringent; emollient; humectant; skin-conditioning,
METHYLPENTENYL-CYCLOHEXENE-1-METHYL ACETATE,72403-67-9,perfuming,
IONONE,8013-90-9 / 79-77-6,astringent; perfuming,
TRIS-HYDROXYMETHYLNITROMETHANE,126-11-4,antimicrobial,
2‚5,20030-30-2,perfuming,
HYACINTHUS ORIENTALIS FLOWER EXTRACT,94333-75-2,perfuming; skin-conditioning,
CUPRESSUS SEMPERVIRENS SEED EXTRACT,84696-07-1,perfuming; skin-conditioning,
THIANTHOL,135-58-0,antimicrobial; skin-conditioning,
CURCUMA LONGA ROOT OIL,84775-52-0,perfuming; skin-conditioning,
CHLOROTHYMOL,89-68-9,antimicrobial; antiplaque; denaturant; deodorant; oral-care,
ALCHEMILLA VULGARIS FLOWER/LEAF/STEM EXTRACT,84695-94-3,astringent; skin-conditioning,
3-ETHYLHEXAHYDRO-3H-BENZOFURAN-2-ONE,54491-17-7,perfuming,
MENTHA SPICATA HERB OIL,84696-51-5,perfuming,
TETRAHYDRO-5-ISOPROPENYL-2-METHYL-2-VINYLFURAN,13679-86-2,perfuming,
BENZOTHIAZOLE,95-16-9,perfuming,
CYCLOHEXYLCYCLOHEXANONE,90-42-6,perfuming,
DOCOSANE,629-97-0,perfuming,
CANANGA ODORATA MACROPHYLLA FLOWER EXTRACT,93686-30-7,perfuming,
GERANYL TIGLATE,7785-33-3,perfuming,
6‚7-DIHYDROLINALOOL,18479-49-7,perfuming,
3‚4-DIHYDRO-8-METHYLNAPHTHALENONE,51015-28-2,perfuming,
BROMOPHENYL PROPENAMINOETHYL ISOQUINOLINESULFONAMIDE HCL,127243-85-0; 910228-02-3,bleaching,
UNDECYLENYL ALCOHOL,112-43-6,antistatic; masking; perfuming; skin-conditioning,
ALPHA-METHYLDECANENITRILE,69300-15-8,perfuming,
IMIDAZOLIDINONE,120-93-4,masking; perfuming,
ISOOCTANOL,6169-06-8 / 26952-21-6,perfuming; skin-conditioning,
AMYL PROPIONATE,624-54-4,perfuming,
RHODINYL FORMATE,141-09-3,perfuming,
ARTEMISIA ABSINTHIUM HERB EXTRACT,84929-19-1,perfuming,
GAMMA-HEPTALACTONE,105-21-5,perfuming,
DIMETHYLSPIROUNDECANONE,83863-64-3,perfuming,
PIMENTA ACRIS FRUIT EXTRACT,91721-75-4,perfuming,
P-METHOXYCINNAMALDEHYDE,1963-36-6,perfuming,
CAPRAMIDOETHYL CAPRAMIDOPROPYLDIMONIUM METHOSULFATE,,antimicrobial; antistatic; cleansing; deodorant; hair-conditioning; surfactant,
PISUM SATIVUM CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning,
UNDECYLENAL,112-45-8,masking; perfuming,
C9-12-ISOALKANES,90622-57-4,perfuming,
MONASCUS/ANGELICA KEISKEI LEAF/SOYBEAN FERMENT FILTRATE,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning,
