inci_name,cas_no,function,substance
Glyceryl Diisostearate,68958-48-5,emollient; emulsifying; opacifying,Glyceryl Diisostearate
Caffeoyl Sh-Heptapeptide-13,,antioxidant; skin-protecting,caffeoyl sh-heptapeptide-13
Pentapeptide-49,,skin-protecting,pentapeptide-49
Streptomyces Avermitilissoybean Extract Ferment Filtrate,,antioxidant; skin-conditioning; skin-protecting,streptomyces avermitilis/soybean extract ferment filtrate
Phenethyl Disiloxane,,antifoaming; skin-conditioning,phenethyl disiloxane
Chitosan Pca,117522-93-7,film-forming; humectant; skin-conditioning,chitosan pca
Lactobacillussugar Canecamellia Sinensis Leaf Ferment Filtrate Extract,,skin-conditioning,lactobacillus/sugar cane/camellia sinensis leaf ferment filtrate extract
Citrus Aurantium Dulcis Peel Cera,8028-48-6,emollient; skin-conditioning,Orange Oil
Isopropyl Isostearate,31478-84-9 / 68171-33-5,binding; emollient; skin-conditioning,isopropyl isostearate
Prunus Persica Kernel Extract,84012-34-0,moisturising; skin-conditioning,prunus persica kernel extract
Sorghum Bicolor Stalk Juice,,skin-conditioning,sorghum bicolor stalk juice
Gymnema Sylvestre Stem Extract,90045-47-9,humectant,gymnema sylvestre stem extract
Sodium Silver Thioctoyl Hyaluronate,,antimicrobial; antiseborrhoeic; skin-conditioning,sodium silver thioctoyl hyaluronate
Coleus Forskohlii Callus Extract,,skin-conditioning,coleus forskohlii callus extract
Ethylhexyl Adipatepalmitatestearate,,skin-conditioning,ethylhexyl adipate/palmitate/stearate
Defatted Hydrangea Macrophylla Flower,,skin-conditioning,defatted hydrangea macrophylla flower
Marrubium Vulgare Meristem Cell Culture,,skin-protecting,marrubium vulgare meristem cell culture
Hydroxylated Milk Glycerides,144635-07-4,emollient; skin-conditioning,hydroxylated milk glycerides
Citrus Unshiu Fruitsucrose Ferment Filtrate,,humectant; skin-conditioning,citrus unshiu fruit/sucrose ferment filtrate
Sponge,,emollient,sponge
Ximenia Americana Seed Oil Peg-8 Esters,,emollient; emulsifying; skin-conditioning; surfactant,ximenia americana seed oil peg-8 esters
Linseed Oil Peg-8 Esters,,skin-conditioning; surfactant,linseed oil peg-8 esters
Isopropyl Pca,85136-11-4,humectant,Isopropyl 5-oxo-DL-prolinate
Aspergillussaccharomycesrice Ferment Filtrate,,humectant; skin-conditioning,aspergillus/saccharomyces/rice ferment filtrate
Staphylococcus Epidermidis Ferment Filtrate,,humectant; skin-conditioning,staphylococcus epidermidis ferment filtrate
Achyrocline Satureioides Flower Oil,92346-81-1,emollient; masking; skin-conditioning,achyrocline satureioides flower oil
Lipase,9001-62-1,skin-conditioning,4-Bromobiphenyl
Maackia Amurensis Stem Extract,,humectant; skin-conditioning; skin-protecting,maackia amurensis stem extract
Peg-10 Lanolin,61790-81-6,emollient; emulsifying,peg-10 lanolin
Clintonia Borealis Root Extract,,skin-conditioning,clintonia borealis root extract
Bifidobacteriumlactobacillusstreptococcuspanax Notoginseng Rhizomeroot Extract Ferment Filtrate,,antioxidant; emollient; emulsifying; humectant; skin-conditioning,bifidobacterium/lactobacillus/streptococcus/panax notoginseng rhizome/root extract ferment filtrate
Heptapeptide-37,,skin-conditioning,heptapeptide-37
Pentyl Rhamnoside,494844-53-0,skin-conditioning,"(2R,3S,4S,5S)-2-Methyl-6-(pentyloxy)tetrahydro-2H-pyran-3,4,5-triol"
Fragaria Ananassanilgerrensis Fruit Extract,,humectant; skin-conditioning,fragaria ananassa/nilgerrensis fruit extract
Sh-Polypeptide-56,,skin-conditioning,sh-polypeptide-56
Pentapeptide-34,,skin-conditioning,pentapeptide-34
Diethylhexyl Isoeicosanedioate,,emollient; skin-conditioning,diethylhexyl isoeicosanedioate
Tasmannia Lanceolata Fruit Extract,,skin-conditioning,tasmannia lanceolata fruit extract
Symphytum Officinale Root Cell Extract,84696-05-9,skin-conditioning,symphytum officinale root cell extract
Monascusturmeric Rootrice Bran Ferment Extract Filtrate,,skin-conditioning; skin-protecting,monascus/turmeric root/rice bran ferment extract filtrate
Ppg-2-Ceteth-20,9087-53-0 / 37311-01-6,skin-conditioning; surfactant,ppg-2-ceteth-20
Solanum Lycopersicum Fruit Juice,90131-63-8,skin-conditioning,solanum lycopersicum fruit juice
Cirsium Flowerleafstem Extract,,skin-conditioning,cirsium flower/leaf/stem extract
Palm Oil Peg-8 Esters,,emollient; emulsifying,palm oil peg-8 esters
Pentaerythritol,115-77-5,humectant; skin-conditioning,Pentaerythritol
Fulvic Acid,479-66-3,skin-conditioning,"4,10-Dihydro-3,7,8-trihydroxy-3-methyl-10-oxo-1H,3H-pyrano(4,3-b)(1)benzopyran-9-carboxylic acid"
Perfluorononylethyl Peg-8 Phenylisopropyl Dimethcone,,emollient; skin-conditioning,perfluorononylethyl peg-8 phenylisopropyl dimethcone
Sh-Oligopeptide-73 Amide Acetate,,skin-conditioning; skin-protecting,sh-oligopeptide-73 amide acetate
Mangiferin,4773-96-0,skin-protecting,Npc167932
Trichilia Emetica Seed Oil Peg-8 Esters,,emollient; emulsifying; skin-conditioning; surfactant,trichilia emetica seed oil peg-8 esters
Luffa Cylindrica Root Extract,,skin-conditioning,luffa cylindrica root extract
Panax Ginseng Callus Culture Conditioned Media,,antioxidant; skin-conditioning; skin-protecting,panax ginseng callus culture conditioned media
Zanthoxylum Bungeanum Barkfruitflowerstalk Extract,,skin-conditioning,zanthoxylum bungeanum bark/fruit/flower/stalk extract
Solanum Indicum Root Extract,,skin-conditioning,solanum indicum root extract
Labisia Pumila Leafroot Extract,,antioxidant; astringent; skin-protecting,labisia pumila leaf/root extract
Hydrogenated Peach Kernel Oil,,emollient,hydrogenated peach kernel oil
Lactobacillusleuconostocorange Fruit Extract Ferment Filtrate,,humectant; skin-conditioning,lactobacillus/leuconostoc/orange fruit extract ferment filtrate
Di-C12-13 Alkyl Tartrate,94095-06-4,emollient; skin-conditioning,di-c12-13 alkyl tartrate
Acinetobacter Ferment,,skin-conditioning,acinetobacter ferment
Lactobacillushydrolyzed Honeysugar Canearalia Elataequisetum Arvenseoenothera Tetrapteragynostemma Pentaphyllumsambucus Nigraangelica Furcijugacamellia Sinensisthea Sinensissasa Veitchiihouttuynia Cordataeriobotrya Japonicalycium Chinensediospyros Kakiartemisia Princeps Leafganoderma Lucidum Fruiting Bodycoix Lacryma-Jobi Ma-Yuen Seed Ferment Extract Filtrate,,skin-conditioning,lactobacillus/hydrolyzed [honey/sugar cane/(aralia elata/equisetum arvense/oenothera tetraptera/gynostemma pentaphyllum/sambucus nigra/angelica furcijuga/camellia sinensis/thea sinensis/sasa veitchii/houttuynia cordata/eriobotrya japonica/lycium chinense/diospyros kaki/artemisia princeps) leaf/ganoderma lucidum fruiting body/coix lacryma-jobi ma-yuen seed] ferment extract filtrate
Tropolone,533-75-5,skin-conditioning,Tropolone
Stearoxytrimethylsilane,18748-98-6,emollient; skin-conditioning,4-Methylumbelliferyl heptanoate
Acetyl Sh-Pentapeptide-1,,skin-conditioning,acetyl sh-pentapeptide-1
Olive Oil Aminopropanediol Esters,,skin-conditioning,olive oil aminopropanediol esters
Melia Azadirachta Seed Oil,8002-65-1 / 90063-92-6,emollient,melia azadirachta seed oil
Methylenedioxyphenylsuccinoyl Nonapeptide-18,,skin-conditioning,methylenedioxyphenylsuccinoyl nonapeptide-18
Bixa Orellana Seed Oil,89957-43-7,emollient; humectant; skin-conditioning,bixa orellana seed oil
Germinated Panax Ginseng Seed Extract,,antioxidant; skin-conditioning; skin-protecting,germinated panax ginseng seed extract
Gossypium Herbaceum Flower Water,,emollient,gossypium herbaceum flower water
Hydrolyzed Chenopodium Quinoa Seed,,skin-conditioning,hydrolyzed chenopodium quinoa seed
Malus Baccata Callus Culture Extract,,antimicrobial; antioxidant; skin-conditioning; skin-protecting,malus baccata callus culture extract
Larix Europaea Wood Extract,91722-66-6,humectant; skin-conditioning,larix europaea wood extract
Citrus Tachibanareticulata Peel Powder,,skin-conditioning,citrus tachibana/reticulata peel powder
Peg-3 Glyceryl Isostearate,,emollient; emulsifying,peg-3 glyceryl isostearate
Cetyl Palmitate,540-10-3,emollient; masking; skin-conditioning,Cetyl Palmitate
T-Butylbenzamido Hydroxylbenzamide,,antioxidant; skin-protecting,t-butylbenzamido hydroxylbenzamide
Disodium Cocamido Mipa Peg-4 Sulfosuccinate,,cleansing; foam-boosting; foaming; hydrotrope; skin-conditioning; surfactant,disodium cocamido mipa peg-4 sulfosuccinate
Pentaerythrityl Tetrapelargonate,14450-05-6,emollient,2-Bromo-3-methylthiophene
Daphne Odora Callus Extract,,skin-protecting,daphne odora callus extract
Ecklonia Kurome Powder,,humectant; skin-conditioning,ecklonia kurome powder
Chamaecyparis Lawsoniana Wood Oil,91745-96-9 / 264201-23-2,masking; skin-conditioning,chamaecyparis lawsoniana wood oil
Retinyl Dimethylglycylprolinate,,skin-conditioning; skin-protecting,retinyl dimethylglycylprolinate
Anigozanthos Flavidus Extract,223749-17-5,skin-conditioning,anigozanthos flavidus extract
Eriodictyon Californicum Flowerleafstem Extract,68990-14-7,skin-conditioning,eriodictyon californicum flower/leaf/stem extract
Bambusa Vulgaris Callus Culture Conditioned Media Extract,,skin-conditioning,bambusa vulgaris callus culture conditioned media extract
Corn Oil Peg-6 Esters,61789-25-1,emollient; emulsifying; skin-conditioning; surfactant,corn oil peg-6 esters
Bacillusspirodela Polyrhiza Extractvolcanic Ash Extract Ferment Filtrate,,skin-conditioning,bacillus/spirodela polyrhiza extract/volcanic ash extract ferment filtrate
Capryloyl Tetrapeptide-60 Norleucyl Tyrosyl D-Methionine,,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning,capryloyl tetrapeptide-60 norleucyl tyrosyl d-methionine
Leontopodium Alpinum Flowerleaf Extract,391900-47-3,skin-conditioning,leontopodium alpinum flower/leaf extract
Threitol,2418-52-2 / 7493-90-5,humectant,threitol
Nicotinoyl Dipeptide-26,,skin-conditioning,nicotinoyl dipeptide-26
Caffeine Carboxylic Acid,652-37-9,skin-conditioning,Theophylline
Symbiodinium Microadriaticum Ferment Lysate,,skin-conditioning,symbiodinium microadriaticum ferment lysate
Isodecyl Myristate,51473-24-6 / 17670-91-6,emollient; skin-conditioning,isodecyl myristate
Carthamus Tinctorius Flower Juice,,skin-conditioning,carthamus tinctorius flower juice
Mirabilis Jalapa Flower Extract,91722-88-2,antimicrobial; antioxidant; astringent; emollient; skin-protecting,mirabilis jalapa flower extract
Monascuscornus Officinalis Fruitrice Bran Ferment Filtrate,,skin-conditioning,monascus/cornus officinalis fruit/rice bran ferment filtrate
Plantago Lanceolata Meristem Cell,,antioxidant; skin-protecting,plantago lanceolata meristem cell
Soil Mineralssyringa Vulgaris Leaf Cell Culture Extract,,antioxidant; skin-conditioning,soil minerals/syringa vulgaris leaf cell culture extract
Peg-50 Glyceryl Triisostearate,,emollient; emulsifying,peg-50 glyceryl triisostearate
Circaea Cordata Extract,,skin-conditioning,circaea cordata extract
Peg-8 Dimethiconedimer Dilinoleic Acid Copolymer,,emollient; skin-conditioning,peg-8 dimethicone/dimer dilinoleic acid copolymer
Malus Domestica Callus Extract,,antioxidant; skin-protecting,malus domestica callus extract
Acacia Farnesiana Stem Bark Extract,89958-31-6,skin-conditioning,acacia farnesiana stem bark extract
3-Lauryltridecylglyceryl Ascorbate,,antioxidant; humectant; skin-conditioning,3-lauryl/tridecylglyceryl ascorbate
Palmitoyl Hexapeptide-14,,skin-conditioning,palmitoyl hexapeptide-14
Polygonum Punctatum Extract,90083-00-4,skin-conditioning,polygonum punctatum extract
Batyl Stearate,13232-26-3,emollient; skin-conditioning,Butyl Stearate
Fish Vitreous Humor Extract,,emollient; humectant; skin-conditioning,fish vitreous humor extract
Corallina Officinalis Thallus Extract,89997-92-2,skin-conditioning,corallina officinalis thallus extract
Ppg-30 Steareth-4,9038-43-1,emollient; emulsifying,2-Ethylanthraquinone
Citrus Aurantium Amara Flower Oil,68916-04-1 / 72968-50-4,masking; skin-conditioning,citrus aurantium amara flower oil
Momordica Cochinchinensis Seed Aril Oil,,antioxidant; emollient; skin-conditioning; skin-protecting; uv-absorber,momordica cochinchinensis seed aril oil
Lactobacilluswine Extract Ferment Filtrate,,antioxidant; skin-conditioning; skin-protecting,lactobacillus/wine extract ferment filtrate
Hydroxyisoleucine,55399-93-4,humectant; skin-conditioning,2-Amino-4-hydroxy-3-methylpentanoic acid
Polydimethylsiloxyethyl Dimethiconemethicone Copolymer,,skin-conditioning,polydimethylsiloxyethyl dimethicone/methicone copolymer
Acetobactersaccharomycesapple Fruit Extractlemon Fruit Extractwine Ferment Filtrate,,skin-conditioning,acetobacter/saccharomyces/apple fruit extract/lemon fruit extract/wine ferment filtrate
Methylbutylphenyl Heptylbiphenylcarboxylate,69777-71-5,skin-conditioning,n-(3-Chloro-4-methylphenyl)formamide
Ipomoea Purpurea Extract,,skin-conditioning,ipomoea purpurea extract
Sh-Oligopeptide-73,,emollient; skin-protecting,sh-oligopeptide-73
Citrus Unshiu Fruit Oil,98106-71-9,emollient; skin-conditioning,citrus unshiu fruit oil
Bambusa Vulgaris Flower Extract,,skin-conditioning,bambusa vulgaris flower extract
Ppg-8 Sorbitol Castor Oil,,skin-conditioning,ppg-8 sorbitol castor oil
Heptapeptide-37 Dimer,,skin-conditioning,heptapeptide-37 dimer
Rosa Floribunda Callus Extract,,skin-protecting,rosa floribunda callus extract
Ardisia Japonica Branchleaf Extract,,skin-conditioning,ardisia japonica branch/leaf extract
Diethyl Succinate,123-25-1,emollient; masking; plasticiser; solvent,Diethyl Succinate
Cetrimonium Laureth-12 Succinate,,emollient; skin-conditioning,cetrimonium laureth-12 succinate
Zingiber Officinale Root Juice,84696-15-1,skin-conditioning,CID 6850776
Plukenetia Volubilis Seedcake,,skin-conditioning,plukenetia volubilis seedcake
Maesa Japonica Extract,,skin-conditioning,maesa japonica extract
Pyrus Communis Seed Extract,90082-43-2,skin-conditioning,pyrus communis seed extract
Methylsilanol Hydroxyproline Aspartate,,antistatic; skin-conditioning,methylsilanol hydroxyproline aspartate
Rh-Polypeptide-87,,skin-conditioning,rh-polypeptide-87
Lactobacillussaccharomycesblueberryraspberrystrawberrycranberryeuterpe Oleracea Fruitthymerosemaryvaccinium Myrtillusrosa Caninacymbopogon Schoenanthuseriocephalus Punctulatus Ferment,,skin-conditioning,lactobacillus/saccharomyces/(blueberry/raspberry/strawberry/cranberry/euterpe oleracea) fruit/thyme/rosemary/vaccinium myrtillus/rosa canina/cymbopogon schoenanthus/eriocephalus punctulatus ferment
Aluminum Hydroxide Oxide,11139-78-9,antimicrobial; astringent; skin-conditioning; skin-protecting,Boehmite (Al(OH)O)
Hibiscus Syriacus Bark Extract,223749-10-8,skin-conditioning,hibiscus syriacus bark extract
Saponaria Pumila Callus Culture Extract,,skin-conditioning,saponaria pumila callus culture extract
Rubus Laciniatus Seed Oil,,skin-conditioning,rubus laciniatus seed oil
Nepenthes Mirabilis Pitcher Extract,,humectant; skin-conditioning,nepenthes mirabilis pitcher extract
Artemisia Glacialis Extract,89957-61-9,humectant; skin-conditioning,artemisia glacialis extract
Shakuyaku Ekisu,,skin-conditioning,shakuyaku ekisu
Asiatic Acid,464-92-6,skin-conditioning; stabilising,Asiatic Acid
Eugenia Cumini Fruit Extract,,skin-conditioning,eugenia cumini fruit extract
Cape Aloe Ekisu,,skin-conditioning,cape aloe ekisu
Sh-Polypeptide-46,,skin-conditioning,sh-polypeptide-46
Fusidium Coccineum Ferment Filtrate,,skin-conditioning,fusidium coccineum ferment filtrate
Citrus Sphaerocarpa Fruit Juice,,skin-conditioning,citrus sphaerocarpa fruit juice
Tambourissa Trichophylla Leaf Extract,342806-97-7,skin-conditioning,tambourissa trichophylla leaf extract
Rumex Wallichii Extract,,skin-conditioning,rumex wallichii extract
Manganese Glycinate,14281-77-7,antioxidant; skin-conditioning,manganese(II) bis(glycinate)
Lespedeza Cyrtobotrya Extract,,antifoaming; antimicrobial; antioxidant; humectant; skin-conditioning; skin-protecting,lespedeza cyrtobotrya extract
Artemisia Montana Flower Oil,,emollient; skin-conditioning,artemisia montana flower oil
Saponaria Officinalis Root Extract,84775-97-3,skin-conditioning,saponaria officinalis root extract
Chrysanthemum Parthenium Extract,89997-65-9,skin-conditioning,chrysanthemum parthenium extract
Pleurotus Sajor-Caju Ferment Filtrate,,humectant,pleurotus sajor-caju ferment filtrate
Stephania Tetrandra Root Extract,223748-82-1,skin-conditioning,stephania tetrandra root extract
Dolichos Biflorus Callus Extract,,skin-protecting,dolichos biflorus callus extract
Tocopheryl Dimethylglycinate Hci,,antioxidant; skin-conditioning,tocopheryl dimethylglycinate hci
Forsythia Viridissima Fruit Extract,,skin-conditioning,forsythia viridissima fruit extract
Canavalia Gladiata Seed Extract,,skin-conditioning,canavalia gladiata seed extract
Portulaca Molokiniensis Extract,2133412-02-7,antioxidant; humectant; skin-conditioning,portulaca molokiniensis extract
Davilla Rugosa Leaf Extract,,skin-conditioning,davilla rugosa leaf extract
Ferric Tetracarboxyphthalocyanine,,skin-conditioning,ferric tetracarboxyphthalocyanine
Ppg-5 Lanolate,,emollient; skin-conditioning,ppg-5 lanolate
Acer Nikoense Bark Extract,,skin-conditioning,acer nikoense bark extract
Tripeptide-57,,skin-conditioning,tripeptide-57
Kluyveromycessaccharomycesolive Leaf Extract Ferment,,humectant; skin-conditioning,kluyveromyces/saccharomyces/olive leaf extract ferment
Acetyl Glutamine,2490-97-3,skin-conditioning,4-Carbamoyl-2-acetamidobutanoic acid
Bifida Ferment Filtrate,,skin-conditioning,bifida ferment filtrate
Quillaja Saponaria Bark Extract,68990-67-0,antidandruff; cleansing; emulsifying; foaming; masking; moisturising; skin-conditioning; surfactant,quillaja saponaria bark extract
Methionyl Sh-Polypeptide-101,,skin-conditioning,methionyl sh-polypeptide-101
Mallotus Philippensis Bark Extract,,humectant; skin-conditioning,mallotus philippensis bark extract
Sesquioctyldodecyl Lauroyl Glutamate,,cleansing; emulsion-stabilising; humectant; surfactant,sesquioctyldodecyl lauroyl glutamate
Camellia Japonica Flower Water,223748-13-8,skin-conditioning,camellia japonica flower water
Palmitoyl Tetrapeptide-10,,skin-conditioning,palmitoyl tetrapeptide-10
Sh-Pentapeptide-8,,skin-conditioning,sh-pentapeptide-8
Octacosanyl Glycol Isostearate,,emollient,octacosanyl glycol isostearate
Ribes Nigrum Bud Cera,68606-81-5,skin-protecting,ribes nigrum bud cera
Melaleuca Alternifolia Flowerleafstem Extract,85085-48-9,skin-conditioning,melaleuca alternifolia flower/leaf/stem extract
Panax Ginseng Meristem Cell Culture,,antimicrobial; antioxidant; skin-conditioning,panax ginseng meristem cell culture
Ruby Extract,,skin-conditioning,ruby extract
Peg-7,25322-68-3,humectant; solvent,Ethylene Glycol
Vaccinium Vitis-Idaea Seed Oil,90131-85-4,antioxidant; emollient; skin-conditioning; skin-protecting,vaccinium vitis-idaea seed oil
Peg-8 Cetyl Dimethicone,,skin-conditioning,peg-8 cetyl dimethicone
Disodium Isostearyl Sulfosuccinate,,cleansing; foam-boosting; foaming; hydrotrope; skin-conditioning; surfactant,disodium isostearyl sulfosuccinate
Microcitrus Australis Fruit Extract,,skin-conditioning,microcitrus australis fruit extract
Lemon Ekisu,,masking; skin-conditioning,lemon ekisu
Glyceryl Heptanoate,26402-24-4,emollient; skin-conditioning,Glyceryl Heptanoate
Argilla Extract,,skin-conditioning,argilla extract
Juniperus Communis Seed Water,,skin-conditioning,juniperus communis seed water
Tripeptide-7 Sh-Decapeptide-9,,skin-protecting,tripeptide-7 sh-decapeptide-9
Pimpinella Brachycarpa Leaf Extract,,skin-conditioning,pimpinella brachycarpa leaf extract
Bacilluspolygonum Tinctorium Leaf Ferment Extract Filtrate,,skin-conditioning; skin-protecting,bacillus/polygonum tinctorium leaf ferment extract filtrate
Bacilluscorchorus Olitorius Leaf Ferment Filtrate,,skin-conditioning,bacillus/corchorus olitorius leaf ferment filtrate
Sodium Allantoin Pca,,skin-conditioning,sodium allantoin pca
Trichosanthes Kirilowii Fruit Powder,,abrasive; masking; skin-protecting,trichosanthes kirilowii fruit powder
Fabiana Imbricata Oil,90028-69-6,masking; skin-conditioning,fabiana imbricata oil
Palmitoyl Tripeptide-4,,skin-conditioning,palmitoyl tripeptide-4
Polygonatum Multiflorum Rhizomeroot Extract,93165-64-1,skin-conditioning,polygonatum multiflorum rhizome/root extract
Caproyl Tyrosine,,skin-conditioning,caproyl tyrosine
Methyl Dimethylmethylenecyclohexane Carboxylate,81752-87-6,masking; skin-conditioning,"Cyclohexanecarboxylic acid, 2,2-dimethyl-6-methylene-, methyl ester"
Zygosaccharomycesapple Fruitpapaya Fruitpineapple Fruitacerola Fruitaverrhoa Carambola Fruitmusa Acuminata Fruitcarrot Rootradish Roottomato Fruitcucumber Fruitspinach Leafperilla Frutescens Leafaloe Arborescens Leaflaminaria Digitata Ferment Extract Filtrate,,skin-conditioning,zygosaccharomyces/apple fruit/papaya fruit/pineapple fruit/acerola fruit/averrhoa carambola fruit/musa acuminata fruit/carrot root/radish root/tomato fruit/cucumber fruit/spinach leaf/perilla frutescens leaf/aloe arborescens leaf/laminaria digitata ferment extract filtrate
Methyl Aminomethylcyclohexane Carboxamide Hcl,,skin-conditioning,methyl aminomethylcyclohexane carboxamide hcl
Biotinoyl Tetrapeptide-51,,skin-conditioning,biotinoyl tetrapeptide-51
Hydrolyzed Swiftlet Nest Extract,,skin-conditioning,hydrolyzed swiftlet nest extract
Crepidiastrum Lanceolatum Leaf Extract,,skin-conditioning,crepidiastrum lanceolatum leaf extract
Jojoba Esters,,emollient; moisturising; skin-conditioning; soothing,jojoba esters
Glycyrrhiza Inflata Root Extract,,skin-conditioning,glycyrrhiza inflata root extract
Sapindus Mukorossi Fruit Oil,,skin-protecting,sapindus mukorossi fruit oil
Panax Notoginseng Root Powder,94279-78-4,skin-conditioning,panax notoginseng root powder
Citrusunshiuaurantiumreticulata Peel Oil,,emollient; skin-conditioning,citrus/unshiu/aurantium/reticulata peel oil
Rosa Hybrid Flower Water,93062-88-5,masking; skin-protecting,rosa hybrid flower water
Sh-Polypeptide-35,,skin-conditioning,sh-polypeptide-35
Syringa Vulgaris Leaf Cell Extract,,antioxidant; skin-protecting,syringa vulgaris leaf cell extract
Salicin,138-52-3,skin-conditioning,"beta-D-Glucopyranoside, 2-(hydroxymethyl)phenyl"
Cryptomeria Japonica Bark Ferment Extract,,humectant; skin-conditioning,cryptomeria japonica bark ferment extract
Arisaema Amurense Extract,,skin-conditioning,arisaema amurense extract
Polyacrylate Crosspolymer-11,,emulsion-stabilising; skin-conditioning; viscosity-controlling,polyacrylate crosspolymer-11
Tetradesmus Obliquus Extract,,skin-conditioning,tetradesmus obliquus extract
Simaruba Amara Extract,85187-06-0,skin-protecting,simaruba amara extract
Physalis Peruviana Calyx Extract,1620202-03-0,skin-conditioning,physalis peruviana calyx extract
Bisabolol,515-69-5 / 23089-26-1,masking; skin-conditioning; soothing,bisabolol
Sh-Polypeptide-26,,skin-conditioning,sh-polypeptide-26
Behenyl Pca,37673-38-4,skin-conditioning,Pyroglutamyl behenate
Pyridinedicarboxylic Acid,100-26-5 / 28605-84-7,skin-conditioning,pyridinedicarboxylic acid
Ferrous Glucoheptonate,34459-32-0,skin-conditioning,Ferrous gluceptate
Macadamia Seed Oil Polyglyceryl-6 Esters Behenate,,emollient; skin-conditioning; surfactant,macadamia seed oil polyglyceryl-6 esters behenate
Aristotelia Chilensis Fruit Extract,,skin-conditioning,aristotelia chilensis fruit extract
Bifida Polysaccharide,,humectant,bifida polysaccharide
Pyrus Malus Callus Powder,,skin-conditioning,pyrus malus callus powder
Calliblepharis Jubata Extract,,skin-protecting,calliblepharis jubata extract
Bombyx Lipida,226994-42-9,skin-conditioning,bombyx lipida
Hyacinthus Orientalis Extract,94333-75-2,skin-conditioning; tonic,hyacinthus orientalis extract
Oligopeptide-73,,skin-conditioning,oligopeptide-73
Oligopeptide-45,,skin-conditioning,oligopeptide-45
Piperonylic Acid,94-53-1,skin-conditioning; skin-protecting,"1,3-Benzodioxole-5-carboxylic acid"
Hedera Helix Leaf Water,84082-54-2,skin-conditioning,hedera helix leaf water
Galloyl Tripeptide-47,,antioxidant; skin-protecting,galloyl tripeptide-47
Bacillusmonascusabelmoschus Esculentus Sproutrice Bran Ferment Filtrate,,antiseborrhoeic; humectant; skin-conditioning; stabilising,bacillus/monascus/abelmoschus esculentus sprout/rice bran ferment filtrate
Disodium C12-14 Sec-Pareth-9 Sulfosuccinate,,cleansing; foam-boosting; hydrotrope; skin-conditioning; surfactant,disodium c12-14 sec-pareth-9 sulfosuccinate
Vaccinium Uliginosum Berry Extract,85480-50-8,skin-conditioning,vaccinium uliginosum berry extract
Dodecylhexadecyl Palmitate,94200-66-5,emollient; skin-conditioning,2-Dodecylhexadecyl palmitate
Citrus Unshiuaurantium Peel Oil,,emollient; skin-conditioning,citrus unshiu/aurantium peel oil
Polyglyceryl-3 Capratecaprylatesuccinate,1798313-25-3,emollient; emulsifying; skin-conditioning; solvent; surfactant,polyglyceryl-3 caprate/caprylate/succinate
Tulipa Darwin Flower Extract,,emollient; skin-conditioning,tulipa darwin flower extract
Ilex Aquifolium Leaf Powder,90045-83-3,skin-conditioning,ilex aquifolium leaf powder
Aspergilluscamellia Sinensis Leaf Ferment Extract Filtrate,,skin-conditioning,aspergillus/camellia sinensis leaf ferment extract filtrate
Peg-15 Butanediol,,humectant; solvent,peg-15 butanediol
Sodium Dermatan Sulfate,,skin-conditioning,sodium dermatan sulfate
Hydroxycapric Acid,5393-81-7,skin-conditioning,2-Hydroxydecanoic Acid
Hydrangea Serrata Leaf Extract,,skin-conditioning,hydrangea serrata leaf extract
Isodecyl Ethylhexanoate,34962-91-9,emollient; skin-conditioning,Isodecyl 2-ethylhexanoate
Matricaria Discoidea Flowerleafstem Extract,,skin-conditioning,matricaria discoidea flower/leaf/stem extract
Vaccinium Angustifolium Fruit Extract,,skin-protecting; soothing,vaccinium angustifolium fruit extract
Isopentyl Trimethoxycinnamate Trisiloxane,,emollient,isopentyl trimethoxycinnamate trisiloxane
Phytosphingosine Pca,,skin-conditioning,phytosphingosine pca
Silanetriol Lysinate,190270-74-7,emollient; skin-conditioning,"L-Lysine, dihydroxymethylsilyl ester"
Vanilla Planifolia Flower Extract,8024-06-4,skin-conditioning,vanilla planifolia flower extract
Cholesteryl Isostearyl Carbonate,127512-93-0,skin-conditioning,"(3S,8S,9S,10R,13R,14S,17R)-10,13-Dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl (16-methylheptadecyl) carbonate"
Octapeptide-27 Amide,,skin-conditioning,octapeptide-27 amide
Disodium C12-14 Sec-Pareth-7 Sulfosuccinate,,cleansing; foam-boosting; hydrotrope; skin-conditioning; surfactant,disodium c12-14 sec-pareth-7 sulfosuccinate
Canavalia Gladiata Pod Extract,,skin-conditioning,canavalia gladiata pod extract
Anthyllis Vulneraria Extract,89957-45-9,skin-conditioning,anthyllis vulneraria extract
Resveratrol Tripentyl Ether,,skin-conditioning,resveratrol tripentyl ether
Hydroxypropyltrimonium Oxidized Potato Starch,221897-48-9,humectant; skin-conditioning,hydroxypropyltrimonium oxidized potato starch
