inci_name,cas_no,function,substance
Kluyveromyceslactobacillushippophae Rhamnoides Oil Ferment Filtrate,,antioxidant; skin-conditioning; skin-protecting,kluyveromyces/lactobacillus/hippophae rhamnoides oil ferment filtrate
Peg-8,5117-19-1 / 25322-68-3 -generic-,humectant; solvent,peg-8
Prunus Yedoensis Flowertwig Water,,humectant; skin-conditioning,prunus yedoensis flower/twig water
Diphylleia Grayi Extract,,emollient; humectant; skin-conditioning,diphylleia grayi extract
Palmitoyl Oligopeptide-135,,skin-conditioning,palmitoyl oligopeptide-135
Tea-Laneth-5 Sulfate,,emulsifying; skin-conditioning; surfactant,tea-laneth-5 sulfate
Pyrus Communis Fruit Juice,90082-43-2,astringent; skin-conditioning,pyrus communis fruit juice
Curcuma Longa Callus Lysate,,skin-conditioning,curcuma longa callus lysate
Aspergilluslactobacillusginger Rootrice Ferment Filtrate,,skin-conditioning,aspergillus/lactobacillus/ginger root/rice ferment filtrate
Germinated Carthamus Tinctorius Seedplantago Asiatica Seednelumbo Nucifera Seedpsoralea Corylifolia Seedallium Tuberosum Seedbrassica Campestris Seedzizyphus Jujuba Fruitastragalus Membranaceus Rootplatycodon Grandiflorum Rootpolygonum Multiflorumangelica Gigasvelvetporia Cocoslycium Chinense Fruitpanax Ginseng Rooteucommia Ulmoides Barktribulus Terrestris Fruitpolygala Tenuifolia Rootdendrobium Nobileachyranthes Japonicaepimedium Koreanumrehmannia Glutinosa Rootcornus Officinalis Fruitrubus Coreanus Fruitmorinda Citrifoliaalpinia Oxyphylla Seed Extract,,antioxidant; skin-conditioning,germinated carthamus tinctorius seed/plantago asiatica seed/nelumbo nucifera seed/psoralea corylifolia seed/allium tuberosum seed/brassica campestris seed/zizyphus jujuba fruit/astragalus membranaceus root/platycodon grandiflorum root/polygonum multiflorum/angelica gigas/velvet/poria cocos/lycium chinense fruit/panax ginseng root/eucommia ulmoides bark/tribulus terrestris fruit/polygala tenuifolia root/dendrobium nobile/achyranthes japonica/epimedium koreanum/rehmannia glutinosa root/cornus officinalis fruit/rubus coreanus fruit/morinda citrifolia/alpinia oxyphylla seed extract
Aminopropyl Zinc Polysilsesquioxane Chloride,,humectant; skin-conditioning,aminopropyl zinc polysilsesquioxane chloride
Hydrolyzed Punica Granatum Mesocarp Extract,,emollient; humectant; skin-conditioning,hydrolyzed punica granatum mesocarp extract
Ppg-2 Tocophereth-5,,anticaking; antioxidant; skin-conditioning,ppg-2 tocophereth-5
Hydrolyzed Citrus Aurantium Dulcis Fruit Extract,8028-48-6 / 84012-28-2,skin-protecting,hydrolyzed citrus aurantium dulcis fruit extract
Bletilla Striata Root Powder,,antimicrobial; humectant; skin-conditioning,bletilla striata root powder
Castanea Crenata Branchleaf Extract,,skin-conditioning,castanea crenata branch/leaf extract
Asimina Triloba Leaf Extract,,humectant; skin-conditioning,asimina triloba leaf extract
Parietaria Officinalis Extract,84012-32-8,emollient; soothing,parietaria officinalis extract
C11-12 Isoparaffin,246538-76-1,skin-conditioning; solvent,c11-12 isoparaffin
Rice Hull Vinegar,,skin-conditioning,rice hull vinegar
Pegppg-5232 Dimethyl Ether,,skin-conditioning,peg/ppg-52/32 dimethyl ether
Tetrapeptide-64,,skin-conditioning,tetrapeptide-64
Quercetagetin,90-18-6,skin-protecting,Quercetagetin
Sambucus Ebulus Fruit Extract,85940-37-0,skin-conditioning,sambucus ebulus fruit extract
Isoamyl Laurate,6309-51-9,emollient; skin-conditioning,Isoamyl Laurate
Hippophae Rhamnoides Kernel Extract,90106-68-6,masking; skin-conditioning,hippophae rhamnoides kernel extract
Streptomyces Pulveraceus Ferment Filtrate,,humectant; skin-conditioning,streptomyces pulveraceus ferment filtrate
Bifidobacteriumlactobacillus Acanthopanax Koreanum Root Extract Ferment,,emollient; humectant; skin-conditioning,bifidobacterium/lactobacillus acanthopanax koreanum root extract ferment
Isopropylideneglyceryl Cocoate,,emollient; skin-conditioning,isopropylideneglyceryl cocoate
Symplocos Racemosa Bark Extract,93165-83-4,humectant; skin-conditioning,symplocos racemosa bark extract
Waltheria Indica Leaf Extract,,skin-conditioning,waltheria indica leaf extract
Sec-Butylphenyl Glyceryl Ether,1262965-14-9,antioxidant; humectant,sec-butylphenyl glyceryl ether
Manganese Aspartate,16351-10-3,skin-conditioning,Manganese ascorbate
Watermelon Seed Oil Polyglyceryl-6 Esters,,emulsifying; skin-conditioning,watermelon seed oil polyglyceryl-6 esters
Sh-Polypeptide-70,,skin-conditioning,sh-polypeptide-70
Rubus Fruticosus Leaf Extract,84787-69-9,masking; skin-conditioning,rubus fruticosus leaf extract
Dimethiconepeg-3Ppg-15 Crosspolymer,1608475-69-9,skin-conditioning; viscosity-controlling,dimethicone/peg-3/ppg-15 crosspolymer
Methionyl Sh-Polypeptide-7 Alanyl Sr-Spider Oligopeptide-1,,emollient; skin-conditioning,methionyl sh-polypeptide-7 alanyl sr-spider oligopeptide-1
Dracontium Longipes Extract,,skin-protecting,dracontium longipes extract
Oleyl Myristate,22393-93-7,emollient,Octadec-9-en-1-yl tetradecanoate
Tetrapeptide-11,,skin-conditioning,tetrapeptide-11
Defined Cell Culture Media 8,,antioxidant; skin-conditioning; skin-protecting,defined cell culture media 8
Silene Colorata Extract,,skin-conditioning,silene colorata extract
Passiflora Laurifolia Fruit Extract,223747-97-5,skin-conditioning,passiflora laurifolia fruit extract
Oligopeptide-137,,skin-conditioning,oligopeptide-137
Helichrysum Italicum Flowerleafstem Water,,skin-conditioning,helichrysum italicum flower/leaf/stem water
Persea Japonica Branch Extract,,skin-conditioning,persea japonica branch extract
Corydalis Ambigua Barkroot Extract,,skin-conditioning,corydalis ambigua bark/root extract
Cymbopogon Martini Oil,84649-81-0,masking; skin-conditioning; tonic,cymbopogon martini oil
Pyridoxine Hydroxybenzoate,,antioxidant; skin-conditioning,pyridoxine hydroxybenzoate
Glycerindimer Dilinoleate Copolymer,,emollient; skin-conditioning,glycerin/dimer dilinoleate copolymer
Secale Cereale Seed Extract,90106-48-2,abrasive; bulking; skin-conditioning,secale cereale seed extract
Ppg-3-Isodeceth-1,155683-77-5,emollient; skin-conditioning,ppg-3-isodeceth-1
Olea Europaea Bud Extract,8001-25-0 / 84012-27-1,antioxidant; emollient,olea europaea bud extract
Torreya Nucifera Extract,,skin-conditioning,torreya nucifera extract
Simmondsia Chinensis Meal Extract,,emollient; humectant; skin-conditioning; skin-protecting,simmondsia chinensis meal extract
Gynostemma Pentaphyllumluffa Cylindrica Hybrid Cell Extract,,skin-conditioning,gynostemma pentaphyllum/luffa cylindrica hybrid cell extract
Allantoin Galacturonic Acid,5119-24-4,skin-conditioning; skin-protecting; soothing,Allantoin Galacturonic Acid
Hydrolyzed Horse Amnion Extract,,emollient; humectant; skin-conditioning,hydrolyzed horse amnion extract
Naringenin,480-41-1,skin-conditioning,(+-)-Naringenin
Ligustrum Japonicum Wood Extract,,skin-conditioning,ligustrum japonicum wood extract
Isochrysis Galbanaphaeodactylum Tricornutum Extract,,skin-conditioning,isochrysis galbana/phaeodactylum tricornutum extract
Prunus Armeniaca Kernel Oil,68650-44-2 / 72869-69-3,masking; skin-conditioning,prunus armeniaca kernel oil
Citrus Junos Fruit Juice,233683-84-6,humectant,citrus junos fruit juice
Sh-Oligopeptide-33,,skin-conditioning,sh-oligopeptide-33
Tripeptide-65 Dimer,,skin-conditioning,tripeptide-65 dimer
Subtilisin,9014-01-1,keratolytic; skin-conditioning,Bacillomycin
Nicotinoyl Octapeptide-13,,antioxidant; skin-protecting,nicotinoyl octapeptide-13
Polyglyceryl-10 Decaethylhexanoate,,humectant,polyglyceryl-10 decaethylhexanoate
Adansonia Digitata Seed Oil Peg-8 Esters,,emollient; emulsifying,adansonia digitata seed oil peg-8 esters
Dibutyloctyl Malate,399551-19-0,emollient; plasticiser; skin-conditioning; solvent,Bis(2-butyloctyl) 2-hydroxybutanedioate
Inga Alba Bark Extract,,skin-conditioning,inga alba bark extract
Hydroxypropyltrisiloxyl Ipdipeg-14 Copolymer,,binding; cleansing; foam-boosting; skin-conditioning; surfactant,hydroxypropyltrisiloxyl ipdi/peg-14 copolymer
Ahnfeltiopsis Concinna Extract,,skin-conditioning,ahnfeltiopsis concinna extract
Prunus Amygdalus Dulcis Seed Extract,90320-37-9,skin-conditioning,prunus amygdalus dulcis seed extract
Magnolia Liliflora Bud Extract,246536-69-6,skin-conditioning,magnolia liliflora bud extract
Brasenia Schreberi Leaf Extract,,skin-conditioning,brasenia schreberi leaf extract
Zinc Pyridoxal 5-Phosphate,,antioxidant; skin-conditioning,zinc pyridoxal 5-phosphate
Pyrus Communis Twig Extract,90082-43-2,skin-conditioning,pyrus communis twig extract
Glyceryl Palmitate,26657-96-5,emollient,1-Monopalmitin
Methyl Aloesinyl Cinnamate,175413-23-7,skin-conditioning,Methyl aloesinyl cinnamate
Rosa Rubiginosa Fruit Extract,,emollient; skin-conditioning,rosa rubiginosa fruit extract
Abies Sachalinensis Leaf Extract,,humectant; skin-conditioning,abies sachalinensis leaf extract
Citrus Depressa Peel Extract,,humectant,citrus depressa peel extract
Oligopeptide-123,,skin-conditioning,oligopeptide-123
Indole Acetic Acid,87-51-4,skin-conditioning,Indole-3-acetate
Octyldodecyl Benzoate,,emollient,octyldodecyl benzoate
Peg-23 Olivate,226708-41-4,emollient; emulsifying; surfactant,peg-23 olivate
Eclipta Prostrata Wax,,skin-conditioning,eclipta prostrata wax
Panax Ginseng Flowerleafstem Extract,,astringent; humectant,panax ginseng flower/leaf/stem extract
Crocus Sativus Style Extract,,skin-conditioning,crocus sativus style extract
Eijitsu Ekisu,,masking; skin-conditioning,eijitsu ekisu
Pentaerythrityl Adipatecapratecaprylateheptanoate,68130-55-2,emollient; viscosity-controlling,"Decanoic acid;2-ethyl-2-(hydroxymethyl)propane-1,3-diol;hexanedioic acid;hexanoic acid;octanoic acid"
Cyperus Papyrus Leaf Cell Culture Extract,,skin-conditioning,cyperus papyrus leaf cell culture extract
Oryzanol,11042-64-1 / 12738-23-7,antistatic; skin-conditioning,oryzanol
Ananas Sativus Fruit Water,,skin-conditioning,ananas sativus fruit water
Capsaicinyl Glucosides,,humectant,capsaicinyl glucosides
Camellia Sinensis Sprout Extract,,antimicrobial; antioxidant; astringent; oral-care; skin-conditioning,camellia sinensis sprout extract
Vincetoxicum Hirundinaria Root Extract,,skin-conditioning,vincetoxicum hirundinaria root extract
C26-28 Alkyl Methicone,,skin-conditioning,c26-28 alkyl methicone
Saccharomycesastragalus Membranaceus Root Ferment Extract,,antioxidant; skin-conditioning; skin-protecting,saccharomyces/astragalus membranaceus root ferment extract
Glyceryl Linoleate,2277-28-3 / 26545-74-4,emollient; emulsifying,glyceryl linoleate
Acacia Decurrens Extract,98903-76-5,astringent; skin-conditioning; tonic,acacia decurrens extract
Alpinia Officinarum Root Extract,90320-42-6,skin-conditioning,alpinia officinarum root extract
Verbascum Pulverulentum Flowerstem Extract,,skin-conditioning,verbascum pulverulentum flower/stem extract
Philadelphus Coronarius Flower Extract,94279-93-3,skin-conditioning,philadelphus coronarius flower extract
Defined Cell Culture Media 5,,skin-conditioning,defined cell culture media 5
Reynoutria Sachalinensis Fruit Extract,,humectant; skin-conditioning; skin-protecting,reynoutria sachalinensis fruit extract
Myreth-2 Myristate,59686-68-9,emollient; skin-conditioning; surfactant,Myreth-3 myristate
Trimethylamine Oxide,62637-93-8,humectant; masking,Trimethylamine oxide
Aureobasidium Pullulansolive Oil Ferment Filtrate,,skin-conditioning; skin-protecting,aureobasidium pullulans/olive oil ferment filtrate
Prunus Insititia Juice,,skin-conditioning,prunus insititia juice
Abrus Fruticulosus Leaf Extract,,skin-conditioning,abrus fruticulosus leaf extract
Oryza Sativa Leaf Extract,68553-81-1,skin-conditioning,Water
Polygonum Fagopyrum Seed Extract,89958-09-8,skin-conditioning,polygonum fagopyrum seed extract
Mantis Extract,,skin-conditioning,mantis extract
Pinus Pinaster Leaf Extract,,skin-conditioning,pinus pinaster leaf extract
Ethylhexyl Hydroxystearate,29710-25-6 / 29383-26-4,emollient,ethylhexyl hydroxystearate
Camellia Sinensis Callus Extract,,skin-protecting,camellia sinensis callus extract
Echinacea Purpurea Leafstemmeristem Cell Culture Extract,90028-20-9,skin-conditioning,echinacea purpurea leaf/stem/meristem cell culture extract
Suaeda Maritima Flowerleafstem Extract,,skin-conditioning,suaeda maritima flower/leaf/stem extract
Hesperethusa Crenulata Bark Extract,,skin-conditioning,hesperethusa crenulata bark extract
Triisostearoyl 3-Glyceryl Ascorbate,,humectant; skin-conditioning,triisostearoyl 3-glyceryl ascorbate
Melampyrum Roseum Extract,,skin-conditioning,melampyrum roseum extract
Yomogi Ekisu,,skin-conditioning,yomogi ekisu
Morinda Citrifolia Seed Oil,84929-68-0,skin-conditioning,morinda citrifolia seed oil
Lactobacillusscutellaria Baicalensis Root Extract Ferment Filtrate,,antioxidant; skin-conditioning,lactobacillus/scutellaria baicalensis root extract ferment filtrate
Galloyl Hexapeptide-48,,antioxidant; skin-protecting,galloyl hexapeptide-48
Cordycepin,73-03-0,skin-conditioning,Cordycepin
Acetobacteraspergilluslactobacillusleuconostocpediococcussaccharomyceszygosaccharomycescitrus Unshiu Fruitcitrus Japonica Fruitcitrus Junos Fruit Apple Fruitbanana Fruitpapaya Fruit Pyrus Serotina Fruit Diospyros Kaki Fruitwatermelon Fruitpeach Fruit Prunus Mume Fruitfig Fruitchaenomeles Sinensis Fruiteriobotrya Japonica Fruitapricot Fruit Zizyphus Jujuba Fruitcucurbita Maxima Fruitcastanea Crenata Fruitvitis Coignetiae Fruitraspberry Fruitmomordica Grosvenorii Fruitlycium Chinense Fruitglycine Max Seedphaseolus Angularis Seedcanavalia Ensiformis Seedrice Seedhordeum Vulgare Seedcoix Lacryma-Jobi Ma-Yuen Seedechinochloa Crus-Galli Seedsetaria Italica Seedmillet Seedhemerocallis Fulva Flowercabbage Leafstemmorus Bombycis Leafperilla Frutescens Leafipomoea Batatas Rootcolocasia Antiquorum Tuberdioscorea Batatas Rhizomeiridea Laminarioideslaminaria Japonicanemacystus Decipiensundaria Pinnatifidaradish Rootturnip Rootcarrot Rootarctium Lappa Rootnelumbo Nucifera Rhizomeonion Bulblilium Auratum Bulblicorice Rootsagittaria Trifolia Rootsesame Seedginkgo Biloba Seedjuglans Subcordiformis Fruitpanax Ginseng Seedactinidia Polygama Fruithydnum Erinaceum Fruiting Bodygrifola Frondosa Fruiting Bodyprunus Salicina Fruitakebia Quinata Fruitcrataegus Cuneata Fruitcornus Officinalis Fruitnephelium Longana Fruithouttuynia Cordataartemisia Princepssasa Veitchii Leafglechoma Hederaceachamomilla Recutita Flowerequisetum Arvensecassia Obtusifolia Seedtaraxacum Officinaleisodon Japonicussafflower Flowerplantago Asiaticasmallanthus Sonchifolius Rootgarlic Bulbginger Rhizomebeet Rhizomepolygonum Odoratum Rhizometurmeric Rhizomeacanthopanax Sieboldianus Rootpinus Koraiensis Seedlentinus Edodes Fruiting Bodyauricularia Auriculavitis Labrusca Fruithelianthus Tuberosus Tuber Ferment Extract,,skin-conditioning,acetobacter/aspergillus/lactobacillus/leuconostoc/pediococcus/saccharomyces/zygosaccharomyces/citrus unshiu fruit/citrus japonica fruit/citrus junos fruit/ apple fruit/banana fruit/papaya fruit/ pyrus serotina fruit/ diospyros kaki fruit/watermelon fruit/peach fruit/ prunus mume fruit/fig fruit/chaenomeles sinensis fruit/eriobotrya japonica fruit/apricot fruit/ zizyphus jujuba fruit/cucurbita maxima fruit/castanea crenata fruit/vitis coignetiae fruit/raspberry fruit/momordica grosvenorii fruit/lycium chinense fruit/glycine max seed/phaseolus angularis seed/canavalia ensiformis seed/rice seed/hordeum vulgare seed/coix lacryma-jobi ma-yuen seed/echinochloa crus-galli seed/setaria italica seed/millet seed/hemerocallis fulva flower/cabbage leaf/stem/morus bombycis leaf/perilla frutescens leaf/ipomoea batatas root/colocasia antiquorum tuber/dioscorea batatas rhizome/iridea laminarioides/laminaria japonica/nemacystus decipiens/undaria pinnatifida/radish root/turnip root/carrot root/arctium lappa root/nelumbo nucifera rhizome/onion bulb/lilium auratum bulb/licorice root/sagittaria trifolia root/sesame seed/ginkgo biloba seed/juglans subcordiformis fruit/panax ginseng seed/actinidia polygama fruit/hydnum erinaceum fruiting body/grifola frondosa fruiting body/prunus salicina fruit/akebia quinata fruit/crataegus cuneata fruit/cornus officinalis fruit/nephelium longana fruit/houttuynia cordata/artemisia princeps/sasa veitchii leaf/glechoma hederacea/chamomilla recutita flower/equisetum arvense/cassia obtusifolia seed/taraxacum officinale/isodon japonicus/safflower flower/plantago asiatica/smallanthus sonchifolius root/garlic bulb/ginger rhizome/beet rhizome/polygonum odoratum rhizome/turmeric rhizome/acanthopanax sieboldianus root/pinus koraiensis seed/lentinus edodes fruiting body/auricularia auricula/vitis labrusca fruit/helianthus tuberosus tuber ferment extract
Glyceryl Triacetyl Ricinoleate,101-34-8,emollient,Glyceryl tri(acetylricinoleate)
Phaseolus Angularis Hairy Root Extract,,skin-conditioning,phaseolus angularis hairy root extract
Oxycoccus Palustris Seed Oil,,antioxidant; emollient; skin-protecting,oxycoccus palustris seed oil
Akebia Quinata Seed Extract,,skin-protecting,akebia quinata seed extract
Resveratryl Ferulate,,skin-conditioning,resveratryl ferulate
Cetyl-Pg Hydroxyethyl Decanamide,143378-76-1,skin-conditioning,N-[3-(Hexadecyloxy)-2-hydroxypropyl]-N-(2-hydroxyethyl)decanamide
Glyceryl Tribehenateisostearateeicosandioate,,emollient,glyceryl tribehenate/isostearate/eicosandioate
Pueraria Thunbergiana Flowerleafstem Extract,,skin-conditioning,pueraria thunbergiana flower/leaf/stem extract
Taxus Mediataxus Cuspidatataxus Brevifoliataxus Baccatataxus Canadensis Meristem Cell Culture Extract,,antimicrobial; antioxidant; skin-conditioning,taxus media/taxus cuspidata/taxus brevifolia/taxus baccata/taxus canadensis meristem cell culture extract
Sodium Chloride,7647-14-5,bulking; masking; oral-care; viscosity-controlling,Sodium Chloride
Sh-Polypeptide-29,,skin-conditioning,sh-polypeptide-29
Lilium Hybrid Flower Extract,,humectant,lilium hybrid flower extract
Methyl Glucose Sesquicaprylatesesquicaprate,,emollient; emulsifying; skin-conditioning,methyl glucose sesquicaprylate/sesquicaprate
Glycereth-7 Diisononanoate,125804-15-1,emollient; solvent,glycereth-7 diisononanoate
Dimethicone Peg-7 Octyldodecyl Citrate,,emollient; skin-conditioning,dimethicone peg-7 octyldodecyl citrate
Cyathusal A,,skin-conditioning,cyathusal a
Citrus Natsudaidai Fruit Oil,,humectant; skin-conditioning,citrus natsudaidai fruit oil
Boswellia Papyrifera Resin Oil,,masking; skin-conditioning,boswellia papyrifera resin oil
Nypa Fruticans Shoot Extract,,emollient; skin-conditioning,nypa fruticans shoot extract
Vinyl Dimethiconelaurylbehenyl Dimethicone Crosspolymer,,skin-conditioning,vinyl dimethicone/lauryl/behenyl dimethicone crosspolymer
Arginine Ferulate,,skin-conditioning,arginine ferulate
Cocoyl Tripeptide-36,,skin-conditioning,cocoyl tripeptide-36
Ppg-9 Diglyceryl Ether,61710-63-2,skin-conditioning,ppg-9 diglyceryl ether
Butyloctyl Palmitate,,emollient,butyloctyl palmitate
Brassica Campestris Flower Extract,90989-79-0,antidandruff; antimicrobial; emollient; skin-conditioning,brassica campestris flower extract
Malva Moschata Root Extract,223747-73-7,skin-protecting,malva moschata root extract
Secale Cereale Adventitious Root Extract,,skin-conditioning,secale cereale adventitious root extract
Actiniopteris Dichotoma Extract,,skin-conditioning,actiniopteris dichotoma extract
Hibiscus Cannabinus Stem Water,,antioxidant; skin-conditioning; skin-protecting,hibiscus cannabinus stem water
Tripeptide-64,,skin-conditioning,tripeptide-64
Melanin,8049-97-6,skin-protecting,Melanins
Pna-8 Carboxyethyl Fluorene,,emollient; humectant; skin-conditioning,pna-8 carboxyethyl fluorene
Daucus Carota Sativa Root Extract,84929-61-3,skin-conditioning,daucus carota sativa root extract
Minoxidil Hyaluronamide,,humectant,minoxidil hyaluronamide
Butylene Glycol Montanate,93763-20-3,emollient; viscosity-controlling,butylene glycol montanate
Di-C14-15 Alkyl Tartrate,149144-86-5,emollient; skin-conditioning,di-c14-15 alkyl tartrate
Aspergillusgarlicrice Branvinegar Ferment,,emollient,aspergillus/garlic/rice bran/vinegar ferment
Calluna Vulgaris Flower Extract,84603-54-3,skin-conditioning,calluna vulgaris flower extract
Curculigo Orchioides Root Extract,,skin-conditioning,curculigo orchioides root extract
Sigesbeckia Orientalis Extract,90106-87-9,skin-conditioning; tonic,sigesbeckia orientalis extract
Oligopeptide-144,,skin-conditioning,oligopeptide-144
Punica Granatum Callus Culture Extract,,skin-conditioning,punica granatum callus culture extract
Erica Cinerea Flower Extract,90028-38-9,skin-conditioning; tonic,erica cinerea flower extract
Saccharomyceshydrolyzed Rice Bran Ferment Filtrate,,skin-conditioning,saccharomyces/hydrolyzed rice bran ferment filtrate
Hydrolyzed Oplopanax Elatus Root Extract,,skin-conditioning,hydrolyzed oplopanax elatus root extract
Bis-Adamantanyl Peg-800 Dicarboxamide,,film-forming; humectant; skin-conditioning; skin-protecting; viscosity-controlling,bis-adamantanyl peg-800 dicarboxamide
Calothrix Crustacea,,humectant; skin-conditioning,calothrix crustacea
Bulnesia Sarmientoi Wood Oil,,masking; skin-conditioning,bulnesia sarmientoi wood oil
Water,7732-18-5,antiplaque; skin-conditioning; solvent,Water
Schizophyllum Communepanax Ginseng Root Ferment Filtrate,,skin-conditioning,schizophyllum commune/panax ginseng root ferment filtrate
Broussonetia Kazinoki Stem Extract,,skin-conditioning,broussonetia kazinoki stem extract
Corthellus Shiitake Extract,,skin-protecting,corthellus shiitake extract
Clematis Manshurica Extract,,skin-conditioning,clematis manshurica extract
Pyrroloquinoline Quinone,72909-34-3,antioxidant; humectant; skin-conditioning; skin-protecting,Pyrroloquinoline Quinone
Quercus Petraea Fruit Extract,,skin-conditioning,quercus petraea fruit extract
Dicaprylyl Ether,629-82-3,emollient; skin-conditioning; solvent,Dicaprylyl Ether
Lactobacilluspinus Koraiensis Seed Extract Ferment Extract Filtrate,,antioxidant; emollient; humectant; skin-conditioning,lactobacillus/pinus koraiensis seed extract ferment extract filtrate
Peg-50 Glyceryl Trioleate,68958-64-5,emollient; emulsifying,"1-[2,3-Bis(2-oxopropoxy)propoxy]propan-2-one"
Prunus Armeniaca Juice,68650-44-2,moisturising,prunus armeniaca juice
Shirakaba Ha Ekisu,,skin-conditioning,shirakaba ha ekisu
Sodium Cocoyl Methyl Beta-Alanine,,skin-conditioning,sodium cocoyl methyl beta-alanine
Bifida Ferment Extract,,humectant; skin-conditioning,bifida ferment extract
Bis-C24-28 Hydroxyalkyl Olivoyl Glutamate,,emollient; emulsion-stabilising; skin-protecting; viscosity-controlling,bis-c24-28 hydroxyalkyl olivoyl glutamate
Carapa Guaianensis Seed Oil,352458-32-3; 906347-26-0,denaturant; skin-conditioning,carapa guaianensis seed oil
Palmitoyl Hexapeptide-15,,skin-conditioning,palmitoyl hexapeptide-15
Linum Usitatissimum Hull Extract,8001-26-1,skin-conditioning,linum usitatissimum hull extract
Actinidia Polygama Fruit Extract,,skin-conditioning,actinidia polygama fruit extract
Trifolium Pratense Leaf Extract,85085-25-2,antioxidant; skin-conditioning,"(E)-3-[[(1S,2S)-2-[[(E)-2-acetyl-3-hydroxybut-2-enylidene]amino]cyclohexyl]iminomethyl]-4-hydroxypent-3-en-2-one;cobalt"
Mesyloxybenzyl Methoxyethyl Chlorobenzamide,853081-53-5,depilatory; skin-conditioning,Mesyloxybenzyl methoxyethyl chlorobenzamide
Coumaramido Ferulamidobutane,,skin-conditioning,coumaramido ferulamidobutane
Triticum Aestivum Flour Lipids,84012-44-2,skin-conditioning,triticum aestivum flour lipids
7-Dehydrocholesterol,434-16-2,emulsion-stabilising; skin-conditioning; viscosity-controlling,"Cholesterol, 7-dehydro-"
C14-16 Glycol Palmitate,246159-40-0,emollient; emulsifying; skin-conditioning,c14-16 glycol palmitate
Myristyldimoniumhydroxypropyl Cocoglucosides Chloride,,cleansing; emulsifying; skin-conditioning; surfactant,myristyldimoniumhydroxypropyl cocoglucosides chloride
Lactobacillusstreptococcus Thermophilusbifidayellow Ocher Ferment Lysate Extract,,skin-conditioning,lactobacillus/streptococcus thermophilus/bifida/yellow ocher ferment lysate extract
Ethylhexyl Benzyldioxopiperazyl Acetate,,emollient; humectant; viscosity-controlling,ethylhexyl benzyldioxopiperazyl acetate
Piperazine Bisferulate,96585-18-1,skin-conditioning,Piperazine bisferulate
Hydrolyzed Conalbumin,,skin-conditioning,hydrolyzed conalbumin
Perichlaena Richardii Leaf Extract,,antioxidant; skin-conditioning; skin-protecting,perichlaena richardii leaf extract
Alpinia Formosana Leafstem Powder,,humectant; skin-conditioning,alpinia formosana leaf/stem powder
Tibouchina Lepidota Barkflowerleaf Extract,,skin-conditioning,tibouchina lepidota bark/flower/leaf extract
Astragalus Membranaceus Root Powder,94166-93-5,abrasive; masking; skin-protecting,astragalus membranaceus root powder
Ipomoea Batatas Leaf Extract,,emollient,ipomoea batatas leaf extract
Sophora Japonica Bud Extract,90131-19-4,skin-protecting; soothing,sophora japonica bud extract
Heptasodium Hexacarboxymethyl Dipeptide-12,1894171-13-1,skin-conditioning,heptasodium hexacarboxymethyl dipeptide-12
Cyanocobalamin,68-19-9,skin-conditioning,Thiazinamium Metilsulfate
Euglena Gracilis Polysaccharide,,gel-forming; skin-conditioning; viscosity-controlling,euglena gracilis polysaccharide
Pelargonium Graveolens Flowerleafstem Extract,90082-51-2,masking; skin-conditioning,pelargonium graveolens flower/leaf/stem extract
Distearyl Peg-18 Formoyl Glutamate,,skin-conditioning,distearyl peg-18 formoyl glutamate
Pyroglutamylamidoethyl Indole,,skin-protecting,pyroglutamylamidoethyl indole
Bacilluslactobacillussaccharomycescolloidal Goldhyaluronic Acidrice Bran Ferment Filtrate,,skin-conditioning,bacillus/lactobacillus/saccharomyces/colloidal gold/hyaluronic acid/rice bran ferment filtrate
Hydrolyzed Corallina Officinalis Extract,89997-92-2,skin-conditioning,hydrolyzed corallina officinalis extract
Retinyl Linoleate,631-89-0,skin-conditioning,"[3,7-Dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] octadeca-9,12-dienoate"
Sh-Polypeptide-82,,skin-conditioning,sh-polypeptide-82
Taraxacum Sinicum Root Extract,,skin-conditioning,taraxacum sinicum root extract
Grifola Frondosa Acorus Gramineuscodonopsis Lanceolata Roottorreya Nucifera Fruit Morus Albaacanthopanax Koreanum Bark Ferment Filtrate,,antioxidant; emollient; skin-conditioning,grifola frondosa /(acorus gramineus/codonopsis lanceolata) root/torreya nucifera fruit (morus alba/acanthopanax koreanum) bark ferment filtrate
Amomum Xanthioides Seed Extract,,skin-conditioning,amomum xanthioides seed extract
Vanillosmopsis Erythropappa Flowerleaf Extract,,skin-conditioning,vanillosmopsis erythropappa flower/leaf extract
Melaleuca Alternifolia Leafrosmarinus Officinalis Leafthymus Vulgaris Leaf Extract,,skin-conditioning,melaleuca alternifolia leaf/rosmarinus officinalis leaf/thymus vulgaris leaf extract
Coix Lacryma-Jobi Ma-Yuen Seed Water,,skin-conditioning,coix lacryma-jobi ma-yuen seed water
Asparagus Officinalis Root Extract,84649-90-1,skin-conditioning,asparagus officinalis root extract
Momordica Grosvenorii Fruit Juice,,humectant; solvent,momordica grosvenorii fruit juice
Grape Seed Oil Glycereth-8 Esters,,emollient; emulsion-stabilising,grape seed oil glycereth-8 esters
Sodium Porphyra Yezoensis Extract,,skin-conditioning,sodium porphyra yezoensis extract
Moth Cocoon Extract,,skin-conditioning,moth cocoon extract
Oligopeptide-142,,skin-conditioning,oligopeptide-142
